Abingdon,1,Average,2.17
Arundel,1,Highest,Devizes: 8
Bristol,2,Lowest,Abingdon: 1
Cirencester,1,,
Devizes,8,,
Falaise,1,,
Gloucester,4,,
London,1,,
Ludgershall,1,,
Normandy,1,,
Oxford,7,,
Reading,3,,
St. Albans,1,,
Wallingford,1,,
Westminster,1,,
Wherwell,1,,
Wilton,1,,
Winchester,3,,
