id,location,time,OSGridRef,latitude ,longitude,Nation
1,Westminster,27-5-1199,TQ3016079670,51.500988,-0.12617168,England
12,Northampton,7-6-1199,SP7549060562,52.238083,-0.89592755,England
17,Canterbury,12-6-1199,TR1454057430,51.275608,1.0745524,England
21,Shoreham,16-6-1199,TQ5230063500,51.350174,0.18562372,England
22,Shoreham,17-6-1199,TQ5230063500,51.350174,0.18562372,England
23,Shoreham,18-6-1199,TQ5230063500,51.350174,0.18562372,England
25,Shoreham,20-6-1199,TQ5230063500,51.350174,0.18562372,England
34,Roche-Orival,29-6-1199,,49.32627753,1.020096175,France
36,Rouen,1-7-1199,,49.442778,1.088611,France
38,Pont-Audemer,3-7-1199,,49.36,0.51,France
40,Bonneville-sur-Touque,5-7-1199,,49.3389,0.1206,France
42,Argentan,7-7-1199,,48.75,-0.02,France
43,Falaise,8-7-1199,,48.897222,-0.1975,France
44,Falaise,9-7-1199,,48.897222,-0.1975,France
49,Seez,14-7-1199,,48.6053,0.1719,France
50,Seez,15-7-1199,,48.6053,0.1719,France
51,Seez,16-7-1199,,48.6053,0.1719,France
52,Vaudreuil,17-7-1199,,49.2569,1.2067,France
53,Vaudreuil,18-7-1199,,49.2569,1.2067,France
54,Verneuil,19-7-1199,,48.7394,0.9286,France
55,Roche-Orival,19-7-1199,,49.32627753,1.020096175,France
56,Roche-Orival,20-7-1199,,49.32627753,1.020096175,France
57,Roche-Orival,21-7-1199,,49.32627753,1.020096175,France
59,Verneuil,23-7-1199,,48.7394,0.9286,France
60,Verneuil,24-7-1199,,48.7394,0.9286,France
61,Verneuil,25-7-1199,,48.7394,0.9286,France
66,Roche-Orival,30-7-1199,,49.32627753,1.020096175,France
67,Rouen,30-7-1199,,49.442778,1.088611,France
68,Roche-Orival,31-7-1199,,49.32627753,1.020096175,France
69,Rouen,31-7-1199,,49.442778,1.088611,France
70,Rouen,1-8-1199,,49.442778,1.088611,France
72,Chambrai,3-8-1199,,49.0758,1.3069,France
73,Rouen,4-8-1199,,49.442778,1.088611,France
75,Argentan,6-8-1199,,48.75,-0.02,France
76,Rouen,6-8-1199,,49.442778,1.088611,France
77,Argentan,7-8-1199,,48.75,-0.02,France
78,Seez,7-8-1199,,48.6053,0.1719,France
79,Seez,8-8-1199,,48.6053,0.1719,France
81,Rouen,10-8-1199,,49.442778,1.088611,France
89,Roche-Andely,18-8-1199,,49.238,1.4025,France
90,Roche-Andely,19-8-1199,,49.238,1.4025,France
91,Vaudreuil,19-8-1199,,49.2569,1.2067,France
92,Vaudreuil,20-8-1199,,49.2569,1.2067,France
93,Roche-Orival,21-8-1199,,49.32627753,1.020096175,France
94,Rouen,22-8-1199,,49.442778,1.088611,France
95,Rouen,23-8-1199,,49.442778,1.088611,France
96,Rouen,24-8-1199,,49.442778,1.088611,France
97,Rouen,25-8-1199,,49.442778,1.088611,France
98,Rouen,26-8-1199,,49.442778,1.088611,France
100,Roche-Andely,28-8-1199,,49.238,1.4025,France
101,Roche-Andely,29-8-1199,,49.238,1.4025,France
102,Roche-Andely,30-8-1199,,49.238,1.4025,France
103,Rouen,30-8-1199,,49.442778,1.088611,France
104,Roche-Andely,31-8-1199,,49.238,1.4025,France
105,Roche-Andely,1-9-1199,,49.238,1.4025,France
107,Rouen,3-9-1199,,49.442778,1.088611,France
108,Orival,4-9-1199,,49.3128,0.9975,France
109,Orival,5-9-1199,,49.3128,0.9975,France
110,Orival,6-9-1199,,49.3128,0.9975,France
111,Rouen,6-9-1199,,49.442778,1.088611,France
112,Rouen,7-9-1199,,49.442778,1.088611,France
113,Lire,8-9-1199,,48.9186,0.7508,France
117,Bourg-le-Roi,12-9-1199,,48.3461,0.1319,France
118,St. Remy,13-9-1199,,47.3981,-0.3144,France
121,Bourg-le-Roi,16-9-1199,,48.3461,0.1319,France
122,Bourg-le-Roi,17-9-1199,,48.3461,0.1319,France
123,Anvers-le-Homont,18-9-1199,,47.903055,-0.350555,France
127,Le Mans,22-9-1199,,48.0077,0.1984,France
128,Le Mans,23-9-1199,,48.0077,0.1984,France
129,Chinon,23-9-1199,,47.1678,0.2436,France
130,Chinon,24-9-1199,,47.1678,0.2436,France
131,Chinon,25-9-1199,,47.1678,0.2436,France
132,Chinon,26-9-1199,,47.1678,0.2436,France
133,Le Mans,27-9-1199,,48.0077,0.1984,France
134,Le Mans,28-9-1199,,48.0077,0.1984,France
135,Le Mans,29-9-1199,,48.0077,0.1984,France
136,Chinon,29-9-1199,,47.1678,0.2436,France
137,Le Mans,30-9-1199,,48.0077,0.1984,France
143,Saumur,6-10-1199,,47.26,-0.0769,France
145,Le Mans,8-10-1199,,48.0077,0.1984,France
146,Le Mans,9-10-1199,,48.0077,0.1984,France
147,Le Mans,10-10-1199,,48.0077,0.1984,France
148,Le Mans,11-10-1199,,48.0077,0.1984,France
149,Verneuil,12-10-1199,,48.7394,0.9286,France
150,Roche-Orival,13-10-1199,,49.32627753,1.020096175,France
151,Vaudreuil,14-10-1199,,49.2569,1.2067,France
152,Roche-Orival,14-10-1199,,49.32627753,1.020096175,France
153,Roche-Orival,15-10-1199,,49.32627753,1.020096175,France
156,Brione,18-10-1199,,49.1956,0.7211,France
159,Chateau d'Andely,21-10-1199,,49.238,1.4025,France
164,Roche-Andely,26-10-1199,,49.238,1.4025,France
165,Roche-Andely,27-10-1199,,49.238,1.4025,France
167,Harcourt,29-10-1199,,49.1678,0.7872,France
172,Alençon,3-11-1199,,48.4306,0.0931,France
174,La Fléche,5-11-1199,,47.6959,-0.0747,France
175,La Fléche,6-11-1199,,47.6959,-0.0747,France
177,Niort,8-11-1199,,46.3258,-0.4606,France
181,La Haye,12-11-1199,,46.9744,0.6986,France
184,Niort,15-11-1199,,46.3258,-0.4606,France
191,Niort,22-11-1199,,46.3258,-0.4606,France
192,Niort,23-11-1199,,46.3258,-0.4606,France
193,Niort,24-11-1199,,46.3258,-0.4606,France
202,Poitiers,3-12-1199,,46.58,0.34,France
203,Poitiers,4-12-1199,,46.58,0.34,France
204,Faye,5-12-1199,,46.0211,0.1475,France
205,Chinon,6-12-1199,,47.1678,0.2436,France
212,Vire,13-12-1199,,47.9742,-0.297,France
214,Cherbourg,15-12-1199,,49.63,-1.62,France
218,Cherbourg,19-12-1199,,49.63,-1.62,France
225,Bures,26-12-1199,,48.5639,0.4022,France
226,Caen,26-12-1199,,49.18,-0.37,France
227,Caen,27-12-1199,,49.18,-0.37,France
228,Caen,28-12-1199,,49.18,-0.37,France
236,Bonneville-sur-Touque,5-1-1200,,49.3389,0.1206,France
238,Lisieux,7-1-1200,,49.15,0.23,France
239,Lire,-1201,,48.9186,0.7508,France
242,Roche-Andely,11-1-1200,,49.238,1.4025,France
245,Roche-Orival,14-1-1200,,49.32627753,1.020096175,France
246,Roche-Orival,15-1-1200,,49.32627753,1.020096175,France
247,St. Vaubourg,16-1-1200,,49.3215,1.0025,France
250,Pont-Audemer,19-1-1200,,49.36,0.51,France
255,Caen,24-1-1200,,49.18,-0.37,France
256,Caen,25-1-1200,,49.18,-0.37,France
257,Caen,26-1-1200,,49.18,-0.37,France
258,Caen,27-1-1200,,49.18,-0.37,France
259,Caen,28-1-1200,,49.18,-0.37,France
260,Bures,29-1-1200,,48.5639,0.4022,France
261,Bures,30-1-1200,,48.5639,0.4022,France
262,Carentan,30-1-1200,,49.3,-1.25,France
263,Carentan,31-1-1200,,49.3,-1.25,France
264,Valognes,1-2-1200,,49.52,-1.47,France
265,Valognes,2-2-1200,,49.52,-1.47,France
266,Valognes,3-2-1200,,49.52,-1.47,France
267,Valognes,4-2-1200,,49.52,-1.47,France
268,Barfleur,5-2-1200,,49.6711,-1.2633,France
269,Barfleur,6-2-1200,,49.6711,-1.2633,France
270,Barfleur,7-2-1200,,49.6711,-1.2633,France
271,Valognes,7-2-1200,,49.52,-1.47,France
274,Barfleur,10-2-1200,,49.6711,-1.2633,France
280,Valognes,16-2-1200,,49.52,-1.47,France
281,Valognes,17-2-1200,,49.52,-1.47,France
282,Cherbourg,18-2-1200,,49.63,-1.62,France
283,Cherbourg,19-2-1200,,49.63,-1.62,France
286,Cherbourg,22-2-1200,,49.63,-1.62,France
287,Valognes,23-2-1200,,49.52,-1.47,France
288,Barfleur,23-2-1200,,49.6711,-1.2633,France
289,Barfleur,24-2-1200,,49.6711,-1.2633,France
292,Portsmouth,27-2-1200,SU6441401094,50.805833,-1.087222,England
293,Portsmouth,28-2-1200,SU6441401094,50.805833,-1.087222,England
294,Romsey,28-2-1200,SU3542921187,50.989,-1.4966,England
296,Winchester,1-3-1200,SU4779329466,51.062549,-1.3193687,England
297,Freemantle,2-3-1200,SU4041612627,50.9117,-1.4265,England
298,Windsor,3-3-1200,SU9683776912,51.482886,-0.60683638,England
299,Windsor,4-3-1200,SU9683776912,51.482886,-0.60683638,England
301,Westminster,6-3-1200,TQ3016079670,51.500988,-0.12617168,England
302,Westminster,7-3-1200,TQ3016079670,51.500988,-0.12617168,England
303,Westminster,8-3-1200,TQ3016079670,51.500988,-0.12617168,England
305,Woodstock,10-3-1200,SP4400016000,51.840878,-1.362755,England
306,Woodstock,11-3-1200,SP4400016000,51.840878,-1.362755,England
307,Woodstock,12-3-1200,SP4400016000,51.840878,-1.362755,England
310,Woodstock,15-3-1200,SP4400016000,51.840878,-1.362755,England
311,Silverstone,15-3-1200,SP6696743966,52.09,-1.024,England
312,Northampton,16-3-1200,SP7549060562,52.238083,-0.89592755,England
315,Clipstone,19-3-1200,SK5977264026,53.17,-1.1073,England
316,Tickhill,20-3-1200,SK5900092999,53.43049,-1.11348,England
317,Tickhill,21-3-1200,SK5900092999,53.43049,-1.11348,England
318,Tickhill,22-3-1200,SK5900092999,53.43049,-1.11348,England
321,York,25-3-1200,SE6030051700,53.957883,-1.0825156,England
322,York,26-3-1200,SE6030051700,53.957883,-1.0825156,England
323,York,27-3-1200,SE6030051700,53.957883,-1.0825156,England
324,York,28-3-1200,SE6030051700,53.957883,-1.0825156,England
325,Brotherton,28-3-1200,SE4816225915,53.72742,-1.27151,England
326,Doncaster,28-3-1200,SE5741703562,53.525594,-1.1353707,England
328,Bolsover,30-3-1200,SK4766070610,53.2304,-1.2875,England
329,Derby,31-3-1200,SK3524236342,52.92334,-1.4772494,England
330,Burton-upon-Trent,31-3-1200,SK2459322771,52.801944,-1.636667,England
331,Burton-upon-Trent,1-4-1200,SK2459322771,52.801944,-1.636667,England
332,Lichfield,2-4-1200,SK1182409548,52.6835,-1.82653,England
333,Lichfield,3-4-1200,SK1182409548,52.6835,-1.82653,England
334,Lichfield,4-4-1200,SK1182409548,52.6835,-1.82653,England
335,Brewood,4-4-1200,SJ8834408816,52.67692,-2.17383,England
336,Kinfare,5-4-1200,SO8460183451,52.4488,-2.228,England
337,Worcester,6-4-1200,SO8490054800,52.191231,-2.2223083,England
338,Worcester,7-4-1200,SO8490054800,52.191231,-2.2223083,England
340,Worcester,9-4-1200,SO8490054800,52.191231,-2.2223083,England
341,Worcester,10-4-1200,SO8490054800,52.191231,-2.2223083,England
342,Worcester,11-4-1200,SO8490054800,52.191231,-2.2223083,England
344,Farringdon,13-4-1200,TQ3166481925,51.520905,-0.103675,England
347,Windsor,16-4-1200,SU9683776912,51.482886,-0.60683638,England
348,Windsor,17-4-1200,SU9683776912,51.482886,-0.60683638,England
349,Westminster,18-4-1200,TQ3016079670,51.500988,-0.12617168,England
350,Westminster,19-4-1200,TQ3016079670,51.500988,-0.12617168,England
351,Westminster,20-4-1200,TQ3016079670,51.500988,-0.12617168,England
352,Fulham,21-4-1200,TQ2543377527,51.4828,-0.195,England
353,Guildford,22-4-1200,SU9976049312,51.23428,-0.57249337,England
354,Guildford,23-4-1200,SU9976049312,51.23428,-0.57249337,England
355,Alton,23-4-1200,SU7165739446,51.1498,-0.9769,England
356,Porchester,24-4-1200,SU6205605088,50.842,-1.12,England
357,Bishop's Waltham,24-4-1200,SU5546017425,50.9536,-1.2118,England
358,Bishop's Waltham,25-4-1200,SU5546017425,50.9536,-1.2118,England
359,Porchester,25-4-1200,SU6205605088,50.842,-1.12,England
360,Porchester,26-4-1200,SU6205605088,50.842,-1.12,England
361,Portsmouth,26-4-1200,SU6441401094,50.805833,-1.087222,England
362,Porchester,27-4-1200,SU6205605088,50.842,-1.12,England
363,Southwick,27-4-1200,TQ2410005529,50.836,-0.239,England
364,Porchester,28-4-1200,SU6205605088,50.842,-1.12,England
368,Valognes,2-5-1200,,49.52,-1.47,France
371,Caen,5-5-1200,,49.18,-0.37,France
373,Bonneville-sur-Touque,7-5-1200,,49.3389,0.1206,France
375,Roche-Orival,9-5-1200,,49.32627753,1.020096175,France
377,Roche-Andely,11-5-1200,,49.238,1.4025,France
378,Roche-Andely,12-5-1200,,49.238,1.4025,France
382,L'isle-près-Gaillon,16-5-1200,,49.16,1.34,France
383,Butavant,16-5-1200,,49.238,1.4025,France
384,Roche-Andely,17-5-1200,,49.238,1.4025,France
385,Roche-Andely,18-5-1200,,49.238,1.4025,France
386,Roche-Andely,19-5-1200,,49.238,1.4025,France
387,Roche-Andely,20-5-1200,,49.238,1.4025,France
388,Roche-Andely,21-5-1200,,49.238,1.4025,France
389,Roche-Andely,22-5-1200,,49.238,1.4025,France
390,Roche-Andely,23-5-1200,,49.238,1.4025,France
391,Roche-Andely,24-5-1200,,49.238,1.4025,France
392,Roche-Andely,25-5-1200,,49.238,1.4025,France
393,Orival,25-5-1200,,49.3128,0.9975,France
394,Roche-Andely,26-5-1200,,49.238,1.4025,France
395,Orival,26-5-1200,,49.3128,0.9975,France
397,Pont-Audemer,28-5-1200,,49.36,0.51,France
398,Pont-Audemer,29-5-1200,,49.36,0.51,France
399,Pont-Audemer,30-5-1200,,49.36,0.51,France
400,Hébertot,30-5-1200,,49.3139,0.2803,France
402,Troarn,1-6-1200,,49.1822,-0.1833,France
403,Caen,1-6-1200,,49.18,-0.37,France
404,Caen,2-6-1200,,49.18,-0.37,France
405,Caen,3-6-1200,,49.18,-0.37,France
406,Falaise,4-6-1200,,48.897222,-0.1975,France
407,Falaise,5-6-1200,,48.897222,-0.1975,France
408,Argentan,5-6-1200,,48.75,-0.02,France
409,Argentan,6-6-1200,,48.75,-0.02,France
410,Argentan,7-6-1200,,48.75,-0.02,France
411,Argentan,8-6-1200,,48.75,-0.02,France
412,Le Mans,10-6-1200,,48.0077,0.1984,France
413,Le Mans,9-6-1200,,48.0077,0.1984,France
414,La Fléche,10-6-1200,,47.6959,-0.0747,France
420,Chinon,16-6-1200,,47.1678,0.2436,France
422,Le Genest,18-6-1200,,48.0992,-0.8878,France
423,Angers,18-6-1200,,47.473612,-0.554167,France
424,Angers,19-6-1200,,47.473612,-0.554167,France
425,Angers,20-6-1200,,47.473612,-0.554167,France
426,Angers,21-6-1200,,47.473612,-0.554167,France
428,Chinon,23-6-1200,,47.1678,0.2436,France
429,Chinon,24-6-1200,,47.1678,0.2436,France
430,Chinon,25-6-1200,,47.1678,0.2436,France
431,Chinon,26-6-1200,,47.1678,0.2436,France
432,Tours,26-6-1200,,47.2436,0.6892,France
433,Tours,27-6-1200,,47.2436,0.6892,France
434,Tours,28-6-1200,,47.2436,0.6892,France
435,Tours,29-6-1200,,47.2436,0.6892,France
436,Tours,30-6-1200,,47.2436,0.6892,France
437,Loches,1-7-1200,,47.1292,0.9961,France
440,Châtelerault,4-7-1200,,46.8178,0.5461,France
441,Poitiers,4-7-1200,,46.58,0.34,France
444,Poitiers,7-7-1200,,46.58,0.34,France
447,St. Jean d'Angely,10-7-1200,,45.9466,-0.5294,France
448,Coignac,10-7-1200,,45.7,-0.33,France
449,Coignac,11-7-1200,,45.7,-0.33,France
450,Barbecieux,11-7-1200,,45.4736,-0.1542,France
452,Barbecieux,13-7-1200,,45.4736,-0.1542,France
453,Bourdeaux,14-7-1200,,44.84,-0.58,France
455,"Bois, Saintonge",16-7-1200,,45.4881,-0.5986,France
456,"Bois, Saintonge",17-7-1200,,45.4881,-0.5986,France
457,"Bois, Saintonge",18-7-1200,,45.4881,-0.5986,France
458,Bourdeaux,18-7-1200,,44.84,-0.58,France
467,St. Sever,27-7-1200,,43.7575,-0.5731,France
472,Condom,1-8-1200,,43.96,0.37,France
473,Condom,2-8-1200,,43.96,0.37,France
477,Condom,6-8-1200,,43.96,0.37,France
478,La Plume,6-8-1200,,44.1128,0.5322,France
483,Agen,11-8-1200,,44.2049,0.6212,France
484,Agen,12-8-1200,,44.2049,0.6212,France
486,La Rèole,14-8-1200,,44.59,-0.04,France
487,La Rèole,15-8-1200,,44.59,-0.04,France
488,La Rèole,16-8-1200,,44.59,-0.04,France
494,Pèrigueux,22-8-1200,,45.1929,0.7217,France
498,Angoulême,26-8-1200,,45.65,0.16,France
499,Ruffec,27-8-1200,,46.0294,0.2,France
500,Ruffec,28-8-1200,,46.0294,0.2,France
501,Faye,28-8-1200,,46.0211,0.1475,France
502,Poitiers,28-8-1200,,46.58,0.34,France
504,Baugé,1-9-1200,,47.542,-0.103,France
505,Chinon,30-8-1200,,47.1678,0.2436,France
506,Chinon,31-8-1200,,47.1678,0.2436,France
507,Baugé,1-9-1200,,47.542,-0.103,France
508,La Fléche,2-9-1200,,47.6959,-0.0747,France
509,La Fléche,3-9-1200,,47.6959,-0.0747,France
510,La Suse,3-9-1200,,47.8906,0.0261,France
511,La Suse,4-9-1200,,47.8906,0.0261,France
512,Frènay,5-9-1200,,47.616667,-1.5,France
513,Alençon,6-9-1200,,48.4306,0.0931,France
514,Alençon,7-9-1200,,48.4306,0.0931,France
515,Argentan,8-9-1200,,48.75,-0.02,France
516,Argentan,9-9-1200,,48.75,-0.02,France
517,Argentan,10-9-1200,,48.75,-0.02,France
519,Carentan,12-9-1200,,49.3,-1.25,France
520,Valognes,13-9-1200,,49.52,-1.47,France
521,Valognes,14-9-1200,,49.52,-1.47,France
522,Barfleur,15-9-1200,,49.6711,-1.2633,France
523,Barfleur,16-9-1200,,49.6711,-1.2633,France
524,Barfleur,17-9-1200,,49.6711,-1.2633,France
527,Gonneville,20-9-1200,,49.6392,-1.4642,France
528,Gonneville,21-9-1200,,49.6392,-1.4642,France
529,Gonneville,22-9-1200,,49.6392,-1.4642,France
530,Valognes,23-9-1200,,49.52,-1.47,France
531,Valognes,24-9-1200,,49.52,-1.47,France
532,Brix,24-9-1200,,49.5458,-1.5778,France
533,Gonneville,25-9-1200,,49.6392,-1.4642,France
534,Cherbourg,25-9-1200,,49.63,-1.62,France
535,Cherbourg,26-9-1200,,49.63,-1.62,France
536,Morfarville,27-9-1200,,49.0433,-1.5765,France
537,Gonneville,28-9-1200,,49.6392,-1.4642,France
540,Valognes,1-10-1200,,49.52,-1.47,France
545,Freemantle,6-10-1200,SU4041612627,50.9117,-1.4265,England
549,Westminster,10-10-1200,TQ3016079670,51.500988,-0.12617168,England
550,Guildford,11-10-1200,SU9976049312,51.23428,-0.57249337,England
551,Guildford,12-10-1200,SU9976049312,51.23428,-0.57249337,England
552,Ashley,12-10-1200,SJ7704484238,53.3545256,-2.3463463,England
553,Ashley,13-10-1200,SJ7704484238,53.3545256,-2.3463463,England
554,Ashley,14-10-1200,SJ7704484238,53.3545256,-2.3463463,England
555,Clarendon,15-10-1200,SU1820130173,51.0706,-1.7416,England
556,Clarendon,16-10-1200,SU1820130173,51.0706,-1.7416,England
559,Marlborough,19-10-1200,SU1887169033,51.42,-1.73,England
560,Marlborough,20-10-1200,SU1887169033,51.42,-1.73,England
561,Cricklade,21-10-1200,SU1006293587,51.641,-1.856,England
562,Chelsworth,21-10-1200,TL9806248013,52.095,0.89,England
563,Chelsworth,22-10-1200,TL9806248013,52.095,0.89,England
564,Malmesbury,23-10-1200,ST9330787243,51.584,-2.098,England
565,Bradenstoke,23-10-1200,SU0016679453,51.514,-1.999,England
566,Bradenstoke,24-10-1200,SU0016679453,51.514,-1.999,England
567,Stanley,25-10-1200,ST9568072910,51.455153,-2.063564,England
568,Melksham,26-10-1200,ST9049063558,51.371,-2.138,England
570,Winterbourne,28-10-1200,ST6509880736,51.52445,-2.50447,England
571,Berkeley,28-10-1200,ST6836999238,51.691,-2.459,England
572,Gloucester,29-10-1200,SO8320018600,51.865722,-2.2453868,England
573,Gloucester,30-10-1200,SO8320018600,51.865722,-2.2453868,England
574,Westbury,30-10-1200,ST8676951222,51.26,-2.191,England
575,Westbury,31-10-1200,ST8676951222,51.26,-2.191,England
576,St. Briavells,1-11-1200,SO5604104400,51.736571,-2.637979,England
577,St. Briavells,2-11-1200,SO5604104400,51.736571,-2.637979,England
579,Hereford,4-11-1200,SO5100440033,52.0565,-2.716,England
581,Ledbury,6-11-1200,SO7104537362,52.0339,-2.4235,England
582,Upton Bishop,7-11-1200,SO6458728071,51.95,-2.516667,England
583,Feckenham,8-11-1200,SP0083161317,52.250033,-1.989251,England
584,Feckenham,9-11-1200,SP0083161317,52.250033,-1.989251,England
586,Bridgenorth,11-11-1200,SO7164293098,52.535,-2.4195,England
588,Bridgenorth,13-11-1200,SO7164293098,52.535,-2.4195,England
590,Haywood,15-11-1200,SK0009722493,52.799996,-2.0000023,England
591,Burton-upon-Trent,16-11-1200,SK2459322771,52.801944,-1.636667,England
592,Melburn,17-11-1200,SK3857525205,52.823,-1.429,England
593,Melburn,18-11-1200,SK3857525205,52.823,-1.429,England
594,Melburn,19-11-1200,SK3857525205,52.823,-1.429,England
595,Nottingham,19-11-1200,SK5700040000,52.954357,-1.1530111,England
596,Clipstone,20-11-1200,SK5977264026,53.17,-1.1073,England
597,Lincoln,21-11-1200,SK9746471804,53.234336,-0.54124564,England
598,Lincoln,22-11-1200,SK9746471804,53.234336,-0.54124564,England
599,Lincoln,23-11-1200,SK9746471804,53.234336,-0.54124564,England
600,Lincoln,24-11-1200,SK9746471804,53.234336,-0.54124564,England
601,Lincoln,25-11-1200,SK9746471804,53.234336,-0.54124564,England
602,Lincoln,26-11-1200,SK9746471804,53.234336,-0.54124564,England
603,Sleaford,26-11-1200,TF0661145475,52.996,-0.413,England
604,Sleaford,27-11-1200,TF0661145475,52.996,-0.413,England
605,Stamford,27-11-1200,TF0282607016,52.651142,-0.48146188,England
606,Geddington,28-11-1200,SP8935383036,52.438,-0.687,England
607,Northampton,29-11-1200,SP7549060562,52.238083,-0.89592755,England
610,Abingdon,2-12-1200,SU4968596712,51.667,-1.283,England
611,Abingdon,3-12-1200,SU4968596712,51.667,-1.283,England
612,Bedwin,3-12-1200,SU2779764514,51.379,-1.602,England
613,Ludgershall,4-12-1200,SU2647550827,51.256,-1.622,England
615,Ludgershall,6-12-1200,SU2647550827,51.256,-1.622,England
616,Clarendon,7-12-1200,SU1820130173,51.0706,-1.7416,England
617,Clarendon,8-12-1200,SU1820130173,51.0706,-1.7416,England
619,Cranborne,10-12-1200,SU0557913285,50.919,-1.922,England
621,Canford,12-12-1200,SZ0348098604,50.787,-1.952,England
622,Canford,13-12-1200,SZ0348098604,50.787,-1.952,England
623,Christchurch,13-12-1200,SZ1562392288,50.73,-1.78,England
627,Marlborough,17-12-1200,SU1887169033,51.42,-1.73,England
628,Marlborough,18-12-1200,SU1887169033,51.42,-1.73,England
629,Marlborough,19-12-1200,SU1887169033,51.42,-1.73,England
630,Freemantle,20-12-1200,SU4041612627,50.9117,-1.4265,England
631,Freemantle,21-12-1200,SU4041612627,50.9117,-1.4265,England
633,Farnham,23-12-1200,SU8370047300,51.218773,-0.80292933,England
636,Guildford,26-12-1200,SU9976049312,51.23428,-0.57249337,England
637,Reading,26-12-1200,SU7130073300,51.454201,-0.9752476,England
639,Woodstock,28-12-1200,SP4400016000,51.840878,-1.362755,England
640,Woodstock,29-12-1200,SP4400016000,51.840878,-1.362755,England
641,Woodstock,30-12-1200,SP4400016000,51.840878,-1.362755,England
642,Woodstock,31-12-1200,SP4400016000,51.840878,-1.362755,England
643,Woodstock,1-1-1201,SP4400016000,51.840878,-1.362755,England
645,Silverstone,3-1-1201,SP6696743966,52.09,-1.024,England
648,Geddington,6-1-1201,SP8935383036,52.438,-0.687,England
649,Geddington,7-1-1201,SP8935383036,52.438,-0.687,England
650,Geddington,8-1-1201,SP8935383036,52.438,-0.687,England
651,Bourne,9-1-1201,TF0956520212,52.7684,-0.3775,England
654,Lincoln,12-1-1201,SK9746471804,53.234336,-0.54124564,England
655,Lincoln,13-1-1201,SK9746471804,53.234336,-0.54124564,England
656,Stow,13-1-1201,SK8835981927,53.3269,-0.6748,England
657,Stow,14-1-1201,SK8835981927,53.3269,-0.6748,England
661,Lowth (Louth),18-1-1201,TF3276887411,53.3669,-0.0061,England
662,Lowth (Louth),19-1-1201,TF3276887411,53.3669,-0.0061,England
663,Lowth (Louth),20-1-1201,TF3276887411,53.3669,-0.0061,England
664,Lowth (Louth),21-1-1201,TF3276887411,53.3669,-0.0061,England
668,Beverley,25-1-1201,TA0358939898,53.845,-0.427,England
669,Beverley,26-1-1201,TA0358939898,53.845,-0.427,England
670,Beverley,27-1-1201,TA0358939898,53.845,-0.427,England
671,Driffield,27-1-1201,TA0247357682,54.005,-0.438,England
672,Driffield,28-1-1201,TA0247357682,54.005,-0.438,England
673,Imingham,28-1-1201,TA1796314514,53.6139,-0.2183,England
677,Pickering,1-2-1201,SE7986183825,54.2439,-0.776,England
679,Scarborough,3-2-1201,TA0400088000,54.277075,-0.40427196,England
680,Egton,4-2-1201,NZ8084606313,54.4458,-0.7548,England
681,Guilsborough,5-2-1201,SP6750273498,52.3554,-1.0103,England
682,Stockton,6-2-1201,NZ4406119632,54.57,-1.32,England
683,Durham,7-2-1201,NZ2736642283,54.774722,-1.576111,England
684,Durham,8-2-1201,NZ2736642283,54.774722,-1.576111,England
685,Newcastle-upon-Tyne,9-2-1201,NZ2198568180,55.0077,-1.6578,England
686,Newcastle-upon-Tyne,10-2-1201,NZ2198568180,55.0077,-1.6578,England
687,Belford,11-2-1201,NU1093733833,55.598,-1.828,England
688,Alnwick,12-2-1201,NU1865513314,55.4134,-1.7069,England
689,Bambrough,13-2-1201,NU1760134522,55.604,-1.7222,England
690,Bambrough,14-2-1201,NU1760134522,55.604,-1.7222,England
691,Bambrough,15-2-1201,NU1760134522,55.604,-1.7222,England
692,Rothbury,16-2-1201,NU0575401738,55.3097,-1.9109,England
693,Hexham,16-2-1201,NY9363264047,54.971,-2.101,England
694,Hexham,17-2-1201,NY9363264047,54.971,-2.101,England
695,Hexham,18-2-1201,NY9363264047,54.971,-2.101,England
696,Hexham,19-2-1201,NY9363264047,54.971,-2.101,England
697,Irthington,20-2-1201,NY4981461543,54.946,-2.785,England
698,Carlisle,21-2-1201,NY3954755548,54.891,-2.944,England
699,Carlisle,22-2-1201,NY3954755548,54.891,-2.944,England
700,Carlisle,23-2-1201,NY3954755548,54.891,-2.944,England
702,Kirkoswald,25-2-1201,NY5546541360,54.765183,-2.693673,England
703,Morton,25-2-1201,NZ3736747393,54.82,-1.42,England
704,Morton,26-2-1201,NZ3736747393,54.82,-1.42,England
705,Ravensworth,26-2-1201,NZ1409407179,54.4598,-1.7841,England
706,Ravensworth,27-2-1201,NZ1409407179,54.4598,-1.7841,England
707,Allerton,28-2-1201,SE1129533757,53.8,-1.83,England
708,York,1-3-1201,SE6030051700,53.957883,-1.0825156,England
709,York,2-3-1201,SE6030051700,53.957883,-1.0825156,England
711,Brotherton,4-3-1201,SE4816225915,53.72742,-1.27151,England
712,Conisbrough,5-3-1201,SK5139998309,53.479,-1.227,England
713,Clipstone,6-3-1201,SK5977264026,53.17,-1.1073,England
715,Bolsover,8-3-1201,SK4766070610,53.2304,-1.2875,England
717,Nottingham,10-3-1201,SK5700040000,52.954357,-1.1530111,England
718,Nottingham,11-3-1201,SK5700040000,52.954357,-1.1530111,England
719,Nottingham,12-3-1201,SK5700040000,52.954357,-1.1530111,England
