id,year,month,date,day,location,notes,month(no),time,OSGridRef,latitude ,longitude,Nation
4095,1479,August,11,Wed,,,,,,,,
4096,1479,August,12,Thu,Guildford,,,,SU9976049312,51.23428,-0.57249337,England
4097,1479,August,13,Fri,Guildford,,,,SU9976049312,51.23428,-0.57249337,England
4098,1479,August,14,Sat,Guildford,,,,SU9976049312,51.23428,-0.57249337,England
4099,1479,August,15,Sun,,,,,,,,
4100,1479,August,16,Mon,Guildford,,,,SU9976049312,51.23428,-0.57249337,England
4101,1479,August,17,Tue,,,,,,,,
4102,1479,August,18,Wed,Guildford,"Appears as ""town of Guildford""",,,SU9976049312,51.23428,-0.57249337,England
4103,1479,August,18,Wed,priory of Guildford,,,,SU9946349590,51.236833,-0.57666178,England
4104,1479,August,24,Tue,Guildford,,,,SU9976049312,51.23428,-0.57249337,England
4105,1479,August,28,Sat,Guildford,,,,SU9976049312,51.23428,-0.57249337,England
4106,1479,September,8,Wed,Chichester,,,,SU8606104818,50.8365,-0.7792,England
4107,1479,September,9,Thu,Chichester,,,,SU8606104818,50.8365,-0.7792,England
4108,1479,September,20,Mon,Chichester,,,,SU8606104818,50.8365,-0.7792,England
4109,1479,September,30,Thu,Chichester,,,,SU8606104818,50.8365,-0.7792,England
4110,1479,October,5,Tue,Chichester,,,,SU8606104818,50.8365,-0.7792,England
4111,1479,October,6,Wed,Chichester,,,,SU8606104818,50.8365,-0.7792,England
4112,1479,October,7,Thu,Chichester,,,,SU8606104818,50.8365,-0.7792,England
4113,1479,October,8,Fri,Chichester,,,,SU8606104818,50.8365,-0.7792,England
4114,1479,October,9,Sat,manor of Woking,,,,TQ0295657053,51.3033,-0.5245,England
4115,1479,October,10,Sun,,,,,,,,
4116,1479,October,11,Mon,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4117,1479,October,12,Tue,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4118,1479,October,13,Wed,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4119,1479,October,14,Thu,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4120,1479,October,15,Fri,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4121,1479,October,16,Sat,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4122,1479,October,19,Tue,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4123,1479,October,20,Wed,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4124,1479,October,21,Thu,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4125,1479,October,31,Sun,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4126,1479,November,3,Wed,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4127,1479,November,9,Tue,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4128,1479,November,10,Wed,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4129,1479,November,16,Tue,manor of Guildford,,,,SU9691249315,51.234799,-0.61326532,England
4130,1479,November,20,Sat,manor of Guildford,,,,SU9691249315,51.234799,-0.61326532,England
4131,1479,November,21,Sun,,,,,,,,
4132,1479,November,22,Mon,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4133,1479,November,23,Tue,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4134,1479,November,26,Fri,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4135,1479,November,26,Fri,Windsor Great Park,,,,SU9618670313,51.42367486,-0.617999838,England
4136,1479,November,27,Sat,,,,,,,,
4137,1479,November,28,Sun,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4138,1479,December,2,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4139,1479,December,3,Fri,,,,,,,,
4140,1479,December,4,Sat,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4141,1479,December,9,Thu,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4142,1479,December,10,Fri,,,,,,,,
4143,1479,December,11,Sat,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4144,1479,December,20,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
4145,1479,December,28,Tue,manor of Woking,[Oking],,,TQ0295657053,51.3033,-0.5245,England
4146,1480,January,3,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4147,1480,January,4,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4148,1480,January,5,Wed,,,,,,,,
4149,1480,January,6,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4150,1480,January,11,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4151,1480,January,12,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4152,1480,January,15,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4153,1480,January,16,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4154,1480,January,21,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4155,1480,January,22,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4156,1480,January,23,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4157,1480,January,24,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4158,1480,January,25,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4159,1480,January,28,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4160,1480,February,2,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4161,1480,February,3,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4162,1480,February,4,Fri,,,,,,,,
4163,1480,February,5,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4164,1480,February,6,Sun,,,,,,,,
4165,1480,February,7,Mon,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4166,1480,February,8,Tue,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4167,1480,February,9,Wed,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4168,1480,February,10,Thu,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4169,1480,February,10,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4170,1480,February,10,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4171,1480,February,14,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4172,1480,February,20,Sun,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4173,1480,February,21,Mon,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4174,1480,February,22,Tue,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4175,1480,February,23,Wed,,,,,,,,
4176,1480,February,24,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4177,1480,February,25,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4178,1480,February,29,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4179,1480,March,2,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4180,1480,March,3,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4181,1480,March,4,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4182,1480,March,5,Sun,,,,,,,,
4183,1480,March,6,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4184,1480,March,7,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4185,1480,March,8,Wed,,,,,,,,
4186,1480,March,9,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4187,1480,March,15,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4188,1480,March,16,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4189,1480,March,17,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4190,1480,March,20,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4191,1480,March,21,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4192,1480,March,21,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4193,1480,March,24,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4194,1480,March,25,Sat,,,,,,,,
4195,1480,March,26,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4196,1480,March,29,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4197,1480,March,30,Thu,,,,,,,,
4198,1480,March,31,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4199,1480,April,1,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4200,1480,April,2,Sun,,,,,,,,
4201,1480,April,3,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4202,1480,April,4,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4203,1480,April,5,Wed,,,,,,,,
4204,1480,April,6,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4205,1480,April,7,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4206,1480,April,8,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4207,1480,April,9,Sun,,,,,,,,
4208,1480,April,10,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4209,1480,April,11,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4210,1480,April,12,Wed,,,,,,,,
4211,1480,April,13,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4212,1480,April,14,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4213,1480,April,15,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4214,1480,April,16,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4215,1480,April,17,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4216,1480,April,18,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4217,1480,April,22,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4218,1480,April,22,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4219,1480,April,23,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4220,1480,April,24,Mon,,,,,,,,
4221,1480,April,25,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4222,1480,April,26,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4223,1480,April,27,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4224,1480,April,28,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4225,1480,April,29,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4226,1480,April,30,Sun,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4227,1480,May,1,Mon,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4228,1480,May,2,Tue,London,,,,TQ3248081340,51.515457,-0.092140265,England
4229,1480,May,5,Fri,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4230,1480,May,6,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4231,1480,May,7,Sun,,,,,,,,
4232,1480,May,8,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4233,1480,May,8,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4234,1480,May,9,Tue,,,,,,,,
4235,1480,May,10,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4236,1480,May,11,Thu,,,,,,,,
4237,1480,May,12,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4238,1480,May,13,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4239,1480,May,13,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4240,1480,May,13,Sat,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4241,1480,May,14,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4242,1480,May,15,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4243,1480,May,22,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
4244,1480,May,23,Tue,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
4245,1480,May,24,Wed,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
4246,1480,May,24,Wed,Sheen,,,,TQ1715275694,51.4681,-0.3148,England
4247,1480,May,24,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4248,1480,May,25,Thu,,,,,,,,
4249,1480,May,26,Fri,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4250,1480,May,27,Sat,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4251,1480,May,28,Sun,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4252,1480,May,29,Mon,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4253,1480,May,29,Mon,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4254,1480,May,30,Tue,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4255,1480,May,31,Wed,,,,,,,,
4256,1480,June,1,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4257,1480,June,2,Fri,,,,,,,,
4258,1480,June,3,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4259,1480,June,4,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4260,1480,June,5,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4261,1480,June,6,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4262,1480,June,9,Fri,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4263,1480,June,10,Sat,,,,,,,,
4264,1480,June,11,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4265,1480,June,12,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4266,1480,June,13,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4267,1480,June,14,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4268,1480,June,15,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4269,1480,June,16,Fri,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4270,1480,June,17,Sat,,,,,,,,
4271,1480,June,18,Sun,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4272,1480,June,19,Mon,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4273,1480,June,20,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4274,1480,June,21,Wed,forest of Waltham,(near Chingford),,,TQ3640787143,51.566667,-0.033333,England
4275,1480,June,22,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4276,1480,June,23,Fri,,,,,,,,
4277,1480,June,24,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4278,1480,June,25,Sun,,,,,,,,
4279,1480,June,26 Mon??,,,"[his sister, Margaret, arrived on visit to England]",,,,,,
4280,1480,June,29,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4281,1480,July,Date?,,Greenwich Palace,state banquet for Margaret,,,TQ3851177802,51.482222,-0.006667,England
4282,1480,July,2,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4283,1480,July,3,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4284,1480,July,4,Tue,,,,,,,,
4285,1480,July,5,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4286,1480,July,6,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4287,1480,July,7,Fri,,,,,,,,
4288,1480,July,8,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4289,1480,July,9,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4290,1480,July,10,Mon,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4291,1480,July,11,Tue,,,,,,,,
4292,1480,July,12,Wed,Potel's manor,our manor called Potels within our forrest of Waltham' (near Chingford),,,TQ4044697929,51.662599,0.029219748,England
4293,1480,July,13,Thus,,,,,,,,
4294,1480,July,14,Fri,Waltham Abbey,,,,TL 38386 00321,51.6846,0.0004,England
4295,1480,July,14,Fri,manor of Waltham,,,,SU8552077347,51.488615,-0.76966307,England
4296,1480,July,15,Sat,,,,,,,,
4297,1480,July,16,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4298,1480,July,17,Mon,,,,,,,,
4299,1480,July,18,Tue,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4300,1480,July,[no date},,manor of Easthamsted,"Appears as ""manor of East Hamstead""",,,SU8455067100,51.396645,-0.78607481,England
4301,1480,July,20,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4302,1480,July,24,Mon,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4303,1480,July,27,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4304,1480,July,28,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4305,1480,July,31,Mon,London,,,,TQ3248081340,51.515457,-0.092140265,England
4306,1480,July,31,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4307,1480,July,31,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4308,1480,August,2,Wed,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
4309,1480,August,8,Tue,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
4310,1480,August,9,Wed,,,,,,,,
4311,1480,August,10,Thu,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
4312,1480,August,14,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4313,1480,August,Dates?,,,Edward accompanying Margaret from London to coast,,,,,,
4314,1480,August,24,Thu,London,,,,TQ3248081340,51.515457,-0.092140265,England
4315,1480,September,2,Sat,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4316,1480,September,6,Wed,Faulkbourne Hall,manor of Falburn,,,TL8026916439,51.8175,0.614,England
4317,1480,September,8,Fri,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4318,1480,September,9,Sat,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4319,1480,September,9,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4320,1480,September,10,Sun,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4321,1480,September,10,Sun,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4322,1480,September,11,Mon,,,,,,,,
4323,1480,September,12,Tue,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4324,1480,September,12,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4325,1480,September,16,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4326,1480,September,17,Sun,,,,,,,,
4327,1480,September,18,Mon,Canterbury,"Appears as ""city of Canterbury [Cantuarie]""",,,TR1454057430,51.275608,1.0745524,England
4328,1480,September,23,Sat,Dover Castle,,,,TR3248741960,51.1297,1.3214,England
4329,1480,September,24,Sun,,,,,,,,
4330,1480,September,25,Mon,Dover Castle,,,,TR3248741960,51.1297,1.3214,England
4331,1480,October,1,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4332,1480,October,2,Mon,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4333,1480,October,5,Thu,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4334,1480,October,6,Fri,,,,,,,,
4335,1480,October,7,Sat,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4336,1480,October,10,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4337,1480,October,19,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4338,1480,October,22,Sun,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4339,1480,October,23,Mon,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4340,1480,October,24,Tue,,,,,,,,
4341,1480,October,25,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4342,1480,October,31,Tue,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4343,1480,November,3,Fri,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4344,1480,November,6,Mon,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4345,1480,November,7,Tue,,,,,,,,
4346,1480,November,8,Wed,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4347,1480,November,9,Thu,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4348,1480,November,10,Fri,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4349,1480,November,11,Sat,manor of Eltham,(baptism of daughter Bridget),,,TQ4241974015,51.447222,0.048056,England
4350,1480,November,15,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4351,1480,November,16,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4352,1480,November,20,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4353,1480,November,20,Mon,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4354,1480,November,25,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4355,1480,November,28,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4356,1480,November,29,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4357,1480,December,2,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4358,1480,December,3,Sun,,,,,,,,
4359,1480,December,4,Mon,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4360,1480,December,4,Mon,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4361,1480,December,12,Tue,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4362,1480,December,13,Wed,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4363,1480,December,14,Thu,,,,,,,,
4364,1480,December,15,Fri,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4365,1480,December,16,Sat,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4366,1480,December,19,Tue,manor of Eltham,,,,TQ4241974015,51.447222,0.048056,England
4367,1480,December,20,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4368,1480,December,24,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4369,1480,December,28,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4370,1481,January,1,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4371,1481,January,2,Tue,,,,,,,,
4372,1481,January,3,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4373,1481,January,4,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4374,1481,January,5,Fri,,,,,,,,
4375,1481,January,6,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4376,1481,January,7,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4377,1481,January,12,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4378,1481,January,13,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4379,1481,January,16,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4380,1481,January,17,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4381,1481,January,18,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4382,1481,January,19,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4383,1481,January,22,Mon,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4384,1481,January,23,Tue,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4385,1481,January,27,Sat,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4386,1481,January,28,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4387,1481,January,29,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4388,1481,January,30,Tue,,,,,,,,
4389,1481,January,31,Wed,,"Appears as ""of London""",,,,,,
4390,1481,February,1,Thu,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4391,1481,February,2,Fri,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4392,1481,February,3,Sat,,,,,,,,
4393,1481,February,4,Sun,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4394,1481,February,5,Mon,,,,,,,,
4395,1481,February,6,Tue,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4396,1481,February,7,Wed,,,,,,,,
4397,1481,February,8,Thu,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4398,1481,February,9,Fri,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4399,1481,February,10,Sat,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4400,1481,February,11,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4401,1481,February,14,Wed,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4402,1481,February,15,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
4403,1481,February,16,Fri,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4404,1481,February,17,Sat,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4405,1481,February,18,Sun,,,,,,,,
4406,1481,February,19,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4407,1481,February,20,Tue,,,,,,,,
4408,1481,February,21,Wed,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4409,1481,February,22,Thu,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4410,1481,February,26,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4411,1481,February,27,Tue,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4412,1481,March,2,Fri,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4413,1481,March,4,Sun,,,,,,,,
4414,1481,March,5,Mon,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4415,1481,March,14,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4416,1481,March,20,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4417,1481,March,24,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4418,1481,March,28,Wed,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4419,1481,March,29,Thu,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4420,1481,April,2,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4421,1481,April,3,Tue,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4422,1481,April,4,Wed,,,,,,,,
4423,1481,April,5,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
4424,1481,April,6,Fri,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4425,1481,April,7,Sat,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4426,1481,April,8,Sun,,,,,,,,
4427,1481,April,9,Mon,Tower of London,,,,TQ3360080600,51.508544,-0.076289153,England
4428,1481,April,10,Tue,city of London,,,,TQ3241681349,51.515556,-0.093056,England
4429,1481,April,11,Wed,,,,,,,,
