id,year,month,date,day,location,notes,month(no),time,OSGridRef,latitude ,longitude,Nation
1,1442,march-may,,,Rouen,?born Rouen,,march-may-1442,,49.442778,1.088611,France
2,1443,May,17,Fri,Rouen,"(brother, Edmund, born there)",5,17-5-1443,,49.442778,1.088611,France
3,1444,,,,,,,1444,,,,
4,1445,Sep,21,Mon,Rouen,"(sister, Elizabeth, born there)",9,21-9-1445,,49.442778,1.088611,France
5,1445,April,18,Sun,Rouen,(planned marriage letter from father to Charles VII),4,18-4-1445,,49.442778,1.088611,France
6,1445,May,,,,,5,5-1445,,,,
7,1445,June,10,Thu,Rouen,(planned marriage letter from father to Charles VII),6,10-6-1445,,49.442778,1.088611,France
8,1445,July,,,Rouen,,7,7-1445,,49.442778,1.088611,France
9,1445,Aug,,,Rouen,,8,8-1445,,49.442778,1.088611,France
10,1445,Sep,,,Rouen,,9,9-1445,,49.442778,1.088611,France
11,1445,Oct,20,Wed,York,Family returned to England from France,10,20-10-1445,SE6030051700,53.957883,-1.0825156,England
12,1446,May,3,Tue,Waltham Abbey,"England (sister, Margaret, born Waltham Abbey, Essex)",5,3-5-1446,TL 38386 00321,51.6846,0.0004,England
13,1449,Oct,21,,Dublin,?Ireland (brother George born Dublin),10,21-10-1449,,53.349722,-6.260278,Republic of Ireland
14,1450,Sep,,,Ludlow,York family returned to England. Edward (8) and Edmund (7) established at Ludlow?,9,9-1450,SO5121074682,52.368,-2.718,England
15,1450,Oct,11,Sun,Walsingham,(?) Duke of York’s Pilgrimage to Walsingham,10,11-10-1450,TF9340036800,52.89385,0.87357,England
16,1451,,,,Ludlow Castle,based in Ludlow Castle?,,1451,SO5086974596,52.3672,-2.723,England
17,1451,,,,Ludlow,Welsh border (Ludlow?) & said to be marching on London,,1451,SO5121074682,52.368,-2.718,England
18,1452,,,,Ludlow,Welsh border (Ludlow?) & said to be marching on London,,1452,SO5121074682,52.368,-2.718,England
19,1452,,,,Ludlow Castle,based in Ludlow Castle?,,1452,SO5086974596,52.3672,-2.723,England
20,1453,,,,Ludlow Castle,based in Ludlow Castle?,,1453,SO5086974596,52.3672,-2.723,England
21,1454,Jan,25,Fri,London,coming to London in evening with father,1,25-1-1454,TQ3248081340,51.515457,-0.092140265,England
22,1454,April,27,Sat,Ludlow Castle,Ludlow Castle with brother Edmund,4,27-4-1454,SO5086974596,52.3672,-2.723,England
23,1454,May,,,,,5,5-1454,,,,
24,1454,June,3,Mon,Ludlow Castle,Ludlow Castle with brother Edmund,6,3-6-1454,SO5086974596,52.3672,-2.723,England
25,1455,May,22,Thu,St Albans,(at the battle – with his father) http://www.british-history.ac.uk/camden-record-soc/vol28/pp148-1635,5,22-5-1455,TL1495307566,51.755,-0.336,England
26,1456,,,,Ludlow,based in Ludlow?,,1456,SO5121074682,52.368,-2.718,England
27,1457,,,,Ludlow,based in Ludlow?,,1457,SO5121074682,52.368,-2.718,England
28,1458,,,,Ludlow,based in Ludlow?,,1458,SO5121074682,52.368,-2.718,England
29,1459,September,?24,Mon,Ludlow Castle,,9,?24-9-1459,SO5086974596,52.3672,-2.723,England
30,1459,Oct,,,Ludlow,No specific dates,10,10-1459,SO5121074682,52.368,-2.718,England
31,1459,Oct,,,Devonshire,"house of Joan, Lady Dynham, No specific dates",10,10-1459,SX7890692188,50.716667,-3.716667,England
32,1459,Oct,12,Fri,,en route to Calais,10,10-1459,,,,
33,1459,Oct,,,Guernsey,"several nights in Guernsey, No specific dates",10,10-1459,,49.45,-2.58,Guernsey
34,1459,Nov,2,Fri,Calais,landed Calais,11,2-11-1459,,50.948056,1.856389,France
35,1459,Dec,,,Calais,,12,12-1459,,50.948056,1.856389,France
36,1460,Jan,,,Calais,,1,1-1460,,50.948056,1.856389,France
37,1460,Feb,,,Calais,,2,2-1460,,50.948056,1.856389,France
38,1460,Mar,,,Calais,,3,3-1460,,50.948056,1.856389,France
39,1460,Apr,,,Calais,,4,4-1460,,50.948056,1.856389,France
40,1460,May,,,Calais,,5,5-1460,,50.948056,1.856389,France
41,1460,June,25,Wed,Calais,,6,25-6-1460,,50.948056,1.856389,France
42,1460,June,26,Thu,Calais,"Calais to Sandwich, Kent",6,26-6-1460,,50.948056,1.856389,France
43,1460,June,26,Thu,Sandwich,"Appears as Sandwich, Kent""",6,26-6-1460,TR3297658137,51.27472,1.33888,England
44,1460,June,27,Fri,Sandwich,? Sandwich,6,27-6-1460,TR3297658137,51.27472,1.33888,England
45,1460,June,27,Fri,Canterbury,? Canterbury,6,27-6-1460,TR1454057430,51.275608,1.0745524,England
46,1460,June,28,Sat,Canterbury,,6,28-6-1460,TR1454057430,51.275608,1.0745524,England
47,1460,June,29,Sun,Rochester,,6,29-6-1460,TQ7414268559,51.389355,0.50145239,England
48,1460,June,30,Mon,Dartford,Dorceffort,6,30-6-1460,TQ5439173560,51.44,0.22,England
49,1460,July,1,Tue,Dartford,? Dartford,7,1-7-1460,TQ5439173560,51.44,0.22,England
50,1460,July,1,Tue,Southwark,? Southwark,7,1-7-1460,TQ3328274077,51.45,-0.083333,England
51,1460,July,2,Wed,London,entered London,7,2-7-1460,TQ3248081340,51.515457,-0.092140265,England
52,1460,July,2,Wed,St Albans,,7,2-7-1460,TL1495307566,51.755,-0.336,England
53,1460,July,3,Thu,Dunstable,?Dunstable or ?Daventry,7,3-7-1460,TL0188821864,51.88603,-0.52102,England
54,1460,July,10,Thu,Northampton (battle),battle,7,10-7-1460,SP7632358915,52.223167,-0.884111,England
55,1460,July,11,Fri,,to London with Henry VI,7,11-7-1460,,,,
56,1460,July,12,Sat,,,7,12-7-1460,,,,
57,1460,July,13,Sun,,,7,13-7-1460,,,,
58,1460,July,14,Mon,,,7,14-7-1460,,,,
59,1460,July,15,Tue,,,7,15-7-1460,,,,
60,1460,July,16,Wed,London,entered London,7,16-7-1460,TQ3248081340,51.515457,-0.092140265,England
61,1460,July,23,Wed,London,,7,23-7-1460,TQ3248081340,51.515457,-0.092140265,England
62,1460,Aug,27,Wed,"Higham, Suffolk",,8,27-8-1460,TL7450264695,52.25275,0.55502,England
63,1460,Sept,15,Mon,Southwark,near Southwark,,,TQ3328274077,51.45,-0.083333,England
64,1460,Oct,12,Sun,Southwark,near Southwark (visiting siblings there every day),,,TQ3328274077,51.45,-0.083333,England
65,1460,Oct,31,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
66,1460,Nov,1,Sat,St Paul's Cathedral ,(bearing the king's train),,,TQ3207581124,51.513611,-0.098056,England
67,1460,Nov,Dates(?),,Ludlow,,,,SO5121074682,52.368,-2.718,England
68,1460,Dec,Dates(?),,Ludlow,Welsh border (Ludlow?),,,SO5121074682,52.368,-2.718,England
69,1460,Dec,25,Thu,Gloucester,http://www.british-history.ac.uk/camden-record-soc/vol28/pp58-78,,,SO8320018600,51.865722,-2.2453868,England
70,1461,Jan,Dates(?),,Ludlow,Welsh border (Ludlow?),,,SO5121074682,52.368,-2.718,England
71,1461,Feb,1,Sun,Wigmore Castle,Wigmore Castle?,,,SO4069869202,52.3177,-2.8714,England
72,1461,Feb,2,Mon,Mortimer's Cross,[on journey after battle he could possibly have visited Eleanor Talbot in Warwick region],,,SO4289962646,52.259,-2.838,England
73,1461,Feb,? 18,Wed,Burford (upon Wolde),"? about 18 Ash Wed, Burford (upon Wolde) - nr. Oxford (2/3 of way to London) - No precise date give",,,SP2512412214,51.808,-1.637,England
74,1461,Feb,26,Thu,London,,,,TQ3248081340,51.515457,-0.092140265,England
75,1461,Feb,27,Fri,London,,,,TQ3248081340,51.515457,-0.092140265,England
76,1461,Feb,28,Sat,London,,,,TQ3248081340,51.515457,-0.092140265,England
77,1461,Mar,1,Sun,London,,,,TQ3248081340,51.515457,-0.092140265,England
78,1461,Mar,2,Mon,London,,,,TQ3248081340,51.515457,-0.092140265,England
79,1461,Mar,3,Tue,London,,,,TQ3248081340,51.515457,-0.092140265,England
80,1461,Mar,3,Tue,St John's Field,,,,TQ3166382496,51.52604,-0.103475,England
81,1461,Mar,4,Wed,London,(acclaimed king),,,TQ3248081340,51.515457,-0.092140265,England
82,1461,Mar,4,Wed,Westminster,(acclaimed king),,,TQ3016079670,51.500988,-0.12617168,England
83,1461,Mar,5,Thu,London,,,,TQ3248081340,51.515457,-0.092140265,England
84,1461,Mar,6,Fri,City of London,,,,TQ3241681349,51.515556,-0.093056,England
85,1461,Mar,7,Sat,London,,,,TQ3248081340,51.515457,-0.092140265,England
86,1461,Mar,8,Sun,London,,,,TQ3248081340,51.515457,-0.092140265,England
87,1461,Mar,9,Mon,London,,,,TQ3248081340,51.515457,-0.092140265,England
88,1461,Mar,10,Tue,City of London,,,,TQ3241681349,51.515556,-0.093056,England
89,1461,Mar,11,Wed,City of London,,,,TQ3241681349,51.515556,-0.093056,England
90,1461,Mar,12,Thu,City of London,,,,TQ3241681349,51.515556,-0.093056,England
91,1461,Mar,12,Thu,Westminster,http://www.british-history.ac.uk/rymer-foedera/vol11/pp468-482,,,TQ3016079670,51.500988,-0.12617168,England
92,1461,Mar,13,Fri,City of London,,,,TQ3241681349,51.515556,-0.093056,England
93,1461,Mar,13,Fri,Bishopsgate,going north,,,TQ3321981453,51.5163,-0.08145,England
94,1461,Mar,13,Fri,St Albans,,,,TL1495307566,51.755,-0.336,England
95,1461,Mar,16,Mon,Barkway (Herts.),,,,TL3842535423,52,0.015,England
96,1461,Mar,17,Tue,,,,,,,,
97,1461,Mar,18,Wed,Cambridge,[Cantebrigge],,,TL4490958455,52.205278,0.119167,England
98,1461,Mar,22,Sun,Nottingham,,,,SK5700040000,52.954357,-1.1530111,England
99,1461,Mar,23,Mon,,,,,,,,
100,1461,Mar,24,Tue,,,,,,,,
101,1461,Mar,25,Wed,,,,,,,,
102,1461,Mar,26,Thu,,,,,,,,
103,1461,Mar,27,Fri,,,,,,,,
104,1461,Mar,28,Sat,,Ferrybridge on the River Aire,,,,,,
105,1461,Mar,29,Sun,Towton,,,,SE4790038006,53.836111,-1.273611,
106,1461,Mar,30,Mon,York,,,,SE6030051700,53.957883,-1.0825156,England
107,1461,Apr,5,Sun,York,,,,SE6030051700,53.957883,-1.0825156,England
108,1461,Apr,8,Wed,York,,,,SE6030051700,53.957883,-1.0825156,England
109,1461,Apr,9,Thu,York,,,,SE6030051700,53.957883,-1.0825156,England
110,1461,Apr,10,Fri,York,,,,SE6030051700,53.957883,-1.0825156,England
111,1461,Apr,11,Sat,York,,,,SE6030051700,53.957883,-1.0825156,England
112,1461,Apr,12,Sun,York,,,,SE6030051700,53.957883,-1.0825156,England
113,1461,Apr,13,Mon,York,,,,SE6030051700,53.957883,-1.0825156,England
114,1461,Apr,14,Tue,York,,,,SE6030051700,53.957883,-1.0825156,England
115,1461,Apr,15,Wed,York,,,,SE6030051700,53.957883,-1.0825156,England
116,1461,Apr,16,Thu,York,,,,SE6030051700,53.957883,-1.0825156,England
117,1461,Apr,17,Fri,York,,,,SE6030051700,53.957883,-1.0825156,England
118,1461,Apr,18,Sat,Helperby,Town of Helperby (N. Yorks),,,SE4399369801,54.1222,-1.3284,England
119,1461,Apr,19,Sun,Northallerton,Town of Northallerton (N. Yorks),,,SE3687593957,54.339842,-1.434335,England
120,1461,Apr,22,Wed,Durham,,,,NZ2736642283,54.774722,-1.576111,England
121,1461,Apr,23,Thu,Durham,,,,NZ2736642283,54.774722,-1.576111,England
122,1461,Apr,24,Fri,Durham,,,,NZ2736642283,54.774722,-1.576111,England
123,1461,Apr,25,Sat,Durham,,,,NZ2736642283,54.774722,-1.576111,England
124,1461,Apr,26,Sun,Durham,,,,NZ2736642283,54.774722,-1.576111,England
125,1461,Apr,29,Wed,Durham,,,,NZ2736642283,54.774722,-1.576111,England
126,1461,Apr,30,Thu,Durham,,,,NZ2736642283,54.774722,-1.576111,England
127,1461,May,1,Fri,Newcastle-upon-Tyne,,,,NZ2198568180,55.0077,-1.6578,England
128,1461,May,1,Fri,Leicester Castle,,,,SK5822104188,52.632333,-1.141194,England
129,1461,May,2,Sat,Newcastle-upon-Tyne,"Appears as ""Newcastle""",,,NZ2198568180,55.0077,-1.6578,England
130,1461,May,2,Sat,Durham,,,,NZ2736642283,54.774722,-1.576111,England
131,1461,May,3,Sun,Durham,,,,NZ2736642283,54.774722,-1.576111,England
132,1461,May,4,Mon,Durham,,,,NZ2736642283,54.774722,-1.576111,England
133,1461,May,5,Tue,,,,,,,,
134,1461,May,6,Wed,Middleham,,,,SE1255287824,54.2859,-1.8087,England
135,1461,May,10,Sun,York,,,,SE6030051700,53.957883,-1.0825156,England
136,1461,May,11,Mon,York,,,,SE6030051700,53.957883,-1.0825156,England
137,1461,May,12,Tue,York,,,,SE6030051700,53.957883,-1.0825156,England
138,1461,May,13,Wed,York,,,,SE6030051700,53.957883,-1.0825156,England
139,1461,May,14,Thu,York,,,,SE6030051700,53.957883,-1.0825156,England
140,1461,May,17,Sun,Preston,,,,SD5401329409,53.759,-2.699,England
141,1461,May,22,Fri,"Warrington, Lancs",,,,SJ6038088481,53.391667,-2.597222,England
142,1461,May,23,Sat,Manchester,,,,SJ8381998108,53.479444,-2.245278,England
143,1461,May,24,Sun,,,,,,,,
144,1461,May,25,Mon,Manchester,,,,SJ8381998108,53.479444,-2.245278,England
145,1461,May,28,Thu,Chester,,,,SJ4063166249,53.19,-2.89,England
146,1461,May,29,Fri,Chester,,,,SJ4063166249,53.19,-2.89,England
147,1461,May,30,Sat,Stafford,,,,SJ9221023279,52.807,-2.117,England
148,1461,May,31,Sun,Stafford,,,,SJ9221023279,52.807,-2.117,England
149,1461,June,1,Mon,Lichfield,,,,SK1165709381,52.682,-1.829,England
150,1461,June,2,Tue,,,,,,,,
151,1461,June,3,Wed,Coventry ,,,,SP3339279007,52.408056,-1.510556,England
152,1461,June,4,Thu,Coventry ,,,,SP3339279007,52.408056,-1.510556,England
153,1461,June,5,Fri,,,,,,,,
154,1461,June,6,Sat,Coventry ,,,,SP3339279007,52.408056,-1.510556,England
155,1461,June,7,Sun,Warwick ,,,,SP2806864730,52.28,-1.59,England
156,1461,June,8,Mon,,,,,,,,
157,1461,June,9,Tue,Daventry,,,,SP5743062758,52.26,-1.16,England
158,1461,June,10,Tue,Stony Stratford,,,,SP7876840434,52.0567,-0.8526,England
159,1461,June,11,Tue,Stony Stratford,,,,SP7876840434,52.0567,-0.8526,England
160,1461,June,12,Wed,Stony Stratford,,,,SP7876840434,52.0567,-0.8526,England
161,1461,June,12,Wed,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
162,1461,June,13,Tue,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
163,1461,June,14,Thu,manor of Sheen,,,,TQ1715275694,51.4681,-0.3148,England
164,1461,June,14,Thu,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
165,1461,June,15,Mon,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
166,1461,June,16,Tue,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
167,1461,June,17,Wed,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
168,1461,June,18,Thu,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
169,1461,June,18,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
170,1461,June,19,Fri,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
171,1461,June,20,Sat,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
172,1461,June,20,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
173,1461,June,21,Sun,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
174,1461,June,22,Mon,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
175,1461,June,22,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
176,1461,June,23,Tue,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
177,1461,June,24,Wed,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
178,1461,June,25,Thu,Lambeth,,,,TQ3062379077,51.495556,-0.119722,England
179,1461,June,28,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
180,1461,June,29,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
181,1461,June,30,Tue,London,,,,TQ3248081340,51.515457,-0.092140265,England
182,1461,July,1,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
183,1461,July,2,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
184,1461,July,3,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
185,1461,July,4,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
186,1461,July,5,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
187,1461,July,6,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
188,1461,July,7,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
189,1461,July,8,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
190,1461,July,9,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
191,1461,July,10,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
192,1461,July,11,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
193,1461,July,12,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
194,1461,July,13,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
195,1461,July,14,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
196,1461,July,15,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
197,1461,July,16,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
198,1461,July,17,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
199,1461,July,18,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
200,1461,July,19,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
201,1461,July,20,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
202,1461,July,21,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
203,1461,July,22,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
204,1461,July,23,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
205,1461,July,24,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
206,1461,July,25,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
207,1461,July,26,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
208,1461,July,27,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
209,1461,July,28,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
210,1461,July,29,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
211,1461,July,30,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
212,1461,Aug,1,Sat,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
213,1461,Aug,2,Sun,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
214,1461,Aug,2,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
215,1461,Aug,3,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
216,1461,Aug,3,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
217,1461,Aug,4,Tue,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
218,1461,Aug,5,Wed,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
219,1461,Aug,6,Thu,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
220,1461,Aug,7,Fri,,,,,,,,
221,1461,Aug,8,Sat,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
222,1461,Aug,9,Sun,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
223,1461,Aug,10,Mon,Windsor Castle,,,,SU9683776912,51.482886,-0.60683638,England
224,1461,Aug,11,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
225,1461,Aug,12,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
226,1461,Aug,13,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
227,1461,Aug,13,Thu,Sittingbourne,,,,TQ9094263665,51.34,0.74,England
228,1461,Aug,14,Fri,Sittingbourne,,,,TQ9094263665,51.34,0.74,England
229,1461,Aug,14,Fri,Canterbury,,,,TR1454057430,51.275608,1.0745524,England
230,1461,Aug,15,Sat,Canterbury,,,,TR1454057430,51.275608,1.0745524,England
231,1461,Aug,16,Sun,,,,,,,,
232,1461,Aug,17,Mon,Canterbury,,,,TR1454057430,51.275608,1.0745524,England
233,1461,Aug,17,Mon,Sandwich,,,,TR3297658137,51.27472,1.33888,England
234,1461,Aug,18,Tue,Sandwich,,,,TR3297658137,51.27472,1.33888,England
235,1461,Aug,19,Wed,,,,,,,,
236,1461,Aug,20,Thu,Ashford,,,,TR0066942491,51.1465,0.8676,England
237,1461,Aug,21,Fri,Battle Abbey,(Hastings),,,TQ7483915780,50.915,0.485833,England
238,1461,Aug,22,Sat,Lewes,,,,TQ4206510398,50.875627,0.017855,England
239,1461,Aug,23,Sun,Arundel,,,,TQ0188707093,50.85439,-0.5539,England
240,1461,Aug,26,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
241,1461,Aug,27,Thu,manor of Bishop Waltham (Hants.),,,,SU5515217434,50.953706,-1.2161902,England
242,1461,Sept,1,Tue,Castle of Devizes,,,,SU0020161302,51.3508,-1.9985,England
243,1461,Sept,4,Fri,Bristol,,,,ST5833772855,51.453134,-2.6009817,England
244,1461,Sept,5,Sat,Bristol,,,,ST5833772855,51.453134,-2.6009817,England
245,1461,Sept,6,Sun,Bristol,,,,ST5833772855,51.453134,-2.6009817,England
246,1461,Sept,7,Mon,Bristol,,,,ST5833772855,51.453134,-2.6009817,England
247,1461,Sept,8,Tue,Bristol,,,,ST5833772855,51.453134,-2.6009817,England
248,1461,Sept,9,Wed,Bristol,,,,ST5833772855,51.453134,-2.6009817,England
249,1461,Sept,10,Thu,,,,,,,,
250,1461,Sept,11,Fri,Gloucester,,,,SO8320018600,51.865722,-2.2453868,England
251,1461,Sept,12,Sat,,,,,,,,
252,1461,Sept,13,Sun,Gloucester,,,,SO8320018600,51.865722,-2.2453868,England
253,1461,Sept,14,Mon,,,,,,,,
254,1461,Sept,15,Tue,Ross-on-Wye,,,,SO5972124104,51.914,-2.587,England
255,1461,Sept,16,Wed,Ross-on-Wye,,,,SO5972124104,51.914,-2.587,England
256,1461,Sept,17,Thu,Hereford,,,,SO5100440033,52.0565,-2.716,England
257,1461,Sept,18,Fri,Ludow,,,,SO5121074682,52.368,-2.718,England
258,1461,Sept,19,Sat,Ludow,?Ludow,,,SO5121074682,52.368,-2.718,England
259,1461,Sept,20,Sun,Ludow Castle,,,,SO5093274599,52.367231,-2.7220734,England
260,1461,Sept,21,Mon,Ludow Castle,,,,SO5093274599,52.367231,-2.7220734,England
261,1461,Sept,22,Tue,Ludow,?Ludow,,,SO5121074682,52.368,-2.718,England
262,1461,Sept,23,Wed,,,,,,,,
263,1461,Sept,24,Thu,Ludow Castle,,,,SO5093274599,52.367231,-2.7220734,England
264,1461,Sept,24,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
265,1461,Sept,25,Fri,,,,,,,,
266,1461,Sept,26,Sat,Ludow Castle,,,,SO5093274599,52.367231,-2.7220734,England
267,1461,Sept,29,Tue,Birmingham,,,,SP0671986902,52.48,-1.9025,England
268,1461,Sept,30,Wed,Coventry ,,,,SP3339279007,52.408056,-1.510556,England
269,1461,Oct,1,Thu,Warwick Castle,,,,SP2842964670,52.279444,-1.584722,England
270,1461,Oct,2,Fri,,,,,,,,
271,1461,Oct,3,Sat,Daventry,,,,SP5743062758,52.26,-1.16,England
272,1461,Oct,3,Sat,Stony Stratford,,,,SP7876840434,52.0567,-0.8526,England
273,1461,Oct,4,Sun,,,,,,,,
274,1461,Oct,5,Mon,Barnet,,,,TQ2796993458,51.6254,-0.1527,England
275,1461,Oct,9,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
276,1461,Oct,10,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
277,1461,Oct,11,Sun,manor of Greenwich,"Appears as ""Greenwich""",,,TQ3856577958,51.483611,-0.005833,England
278,1461,Oct,12,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
279,1461,Oct,13,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
280,1461,Oct,14,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
281,1461,Oct,15,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
282,1461,Oct,16,Fri,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
283,1461,Oct,17,Sat,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
284,1461,Oct,18,Sun,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
285,1461,Oct,19,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
286,1461,Oct,20,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
287,1461,Oct,21,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
288,1461,Oct,22,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
289,1461,Oct,26,Mon,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
290,1461,Oct,27,Tue,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
291,1461,Oct,28,Wed,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
292,1461,Oct,29,Thu,manor of Greenwich,,,,TQ3856577958,51.483611,-0.005833,England
293,1461,Oct,30,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
294,1461,Oct,31,Sat,,,,,,,,
295,1461,Nov,1,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
296,1461,Nov,2,Mon,,,,,,,,
297,1461,Nov,3,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
298,1461,Nov,4,Wed,Westminster,(Parliament),,,TQ3016079670,51.500988,-0.12617168,England
299,1461,Nov,5,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
300,1461,Nov,6,Fri,Westminster,(Parliament),,,TQ3016079670,51.500988,-0.12617168,England
301,1461,Nov,7,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
302,1461,Nov,8,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
303,1461,Nov,9,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
304,1461,Nov,10,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
305,1461,Nov,11,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
306,1461,Nov,12,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
307,1461,Nov,13,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
308,1461,Nov,14,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
309,1461,Nov,15,Sun,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
310,1461,Nov,16,Mon,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
311,1461,Nov,17,Tue,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
312,1461,Nov,18,Wed,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
313,1461,Nov,19,Thu,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
314,1461,Nov,20,Fri,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
315,1461,Nov,21,Sat,Westminster,,,,TQ3016079670,51.500988,-0.12617168,England
