id,date,location,month,year,month(no),time,OSGridRef,latitude ,longitude,Nation,Notes
1,24,Carlisle,july,1307,7,24-7-1307,NY3954755548,54.891,-2.944,England,
2,6,Dumfries,august,1307,8,6-8-1307,NX9773776234,55.07,-3.603,Scotland,
3,18,Sanquhar,august,1307,8,18-8-1307,NS7811609901,55.36793,-3.92463,Scotland,Appears as Senewhare
4,20,Cumnock,august,1307,8,20-8-1307,NS5693120006,55.45294,-4.2638,Scotland,Appears as Comenok
5,21,Cumnock,august,1307,8,21-8-1307,NS5693120006,55.45294,-4.2638,Scotland,Appears as Comenok
6,22,Cumnock,august,1307,8,22-8-1307,NS5693120006,55.45294,-4.2638,Scotland,Appears as Comenok
7,23,Cumnock,august,1307,8,23-8-1307,NS5693120006,55.45294,-4.2638,Scotland,Appears as Comenok
8,24,Cumnock,august,1307,8,24-8-1307,NS5693120006,55.45294,-4.2638,Scotland,Appears as Comenok
9,25,Cumnock,august,1307,8,25-8-1307,NS5693120006,55.45294,-4.2638,Scotland,Appears as Comenok
10,26,Cumnock,august,1307,8,26-8-1307,NS5693120006,55.45294,-4.2638,Scotland,Appears as Comenok
11,28,Cumnock,august,1307,8,28-8-1307,NS5693120006,55.45294,-4.2638,Scotland,Appears as Comenok
12,28,Sanquhar,august,1307,8,28-8-1307,NS7811609901,55.36793,-3.92463,Scotland,Appears as Senewhare
13,30,Tynewald,august,1307,8,30-8-1307,NY0033781556,55.118333,-3.564167,Scotland,
14,30,Dalgarnock,august,1307,8,30-8-1307,NX8785293640,55.2242,-3.7646,Scotland,
15,31,Tynewald,august,1307,8,31-8-1307,NY0033781556,55.118333,-3.564167,Scotland,Appears as Anannd
16,1,Annan,september,1307,9,1-9-1307,NY1907966111,54.983,-3.266,Scotland,
17,2,Carlisle,september,1307,9,2-9-1307,NY3954755548,54.891,-2.944,England,
18,3,Carlisle,september,1307,9,3-9-1307,NY3954755548,54.891,-2.944,England,
19,3,Penrith,september,1307,9,3-9-1307,NY5141230231,54.6648,-2.7548,England,
20,4,Carlisle,september,1307,9,4-9-1307,NY3954755548,54.891,-2.944,England,
21,4,Penrith,september,1307,9,4-9-1307,NY5141230231,54.6648,-2.7548,England,
22,5,Appleby,september,1307,9,5-9-1307,NY6874720307,54.577,-2.485,England,
23,6,Bowes,september,1307,9,6-9-1307,NY9951513411,54.516,-2.009,England,
24,6,Burgh subtus Staynmor,september,1307,9,6-9-1307,NY3280259206,54.923,-3.05,England,
25,10,Knaresborough,september,1307,9,10-9-1307,SE3502957062,54.0084,-1.467,England,
26,11,Knaresborough,september,1307,9,11-9-1307,SE3502957062,54.0084,-1.467,England,
27,12,Knaresborough,september,1307,9,12-9-1307,SE3502957062,54.0084,-1.467,England,
28,12,York,september,1307,9,12-9-1307,SE6030051700,53.957883,-1.0825156,England,
29,13,York,september,1307,9,13-9-1307,SE6030051700,53.957883,-1.0825156,England,
30,15,Doncaster,september,1307,9,15-9-1307,SE5758802385,53.515,-1.133,England,
31,16,Worksop,september,1307,9,16-9-1307,SK5844478937,53.304167,-1.124444,England,
32,16,Clipstone,september,1307,9,16-9-1307,SK5977264026,53.17,-1.1073,England,
33,17,Clipstone,september,1307,9,17-9-1307,SK5977264026,53.17,-1.1073,England,
34,20,Clipstone,september,1307,9,20-9-1307,SK5977264026,53.17,-1.1073,England,
35,21,Clipstone,september,1307,9,21-9-1307,SK5977264026,53.17,-1.1073,England,
36,23,Clipstone,september,1307,9,23-9-1307,SK5977264026,53.17,-1.1073,England,
37,24,Clipstone,september,1307,9,24-9-1307,SK5977264026,53.17,-1.1073,England,
38,25,Clipstone,september,1307,9,25-9-1307,SK5977264026,53.17,-1.1073,England,
39,26,Clipstone,september,1307,9,26-9-1307,SK5977264026,53.17,-1.1073,England,
40,27,Clipstone,september,1307,9,27-9-1307,SK5977264026,53.17,-1.1073,England,
41,27,Newstead in Shirwood,september,1307,9,27-9-1307,SK5222652812,53.07,-1.222,England,
42,29,Lenton,september,1307,9,29-9-1307,SK5553039387,52.949,-1.175,England,
43,30,Lenton,september,1307,9,30-9-1307,SK5553039387,52.949,-1.175,England,
44,1,Nottingham,october,1307,10,1-10-1307,SK5700040000,52.954357,-1.1530111,England,
45,1,Lenton,october,1307,10,1-10-1307,SK5553039387,52.949,-1.175,England,
46,2,Nottingham,october,1307,10,2-10-1307,SK5700040000,52.954357,-1.1530111,England,
47,3,Nottingham,october,1307,10,3-10-1307,SK5700040000,52.954357,-1.1530111,England,
48,4,Nottingham,october,1307,10,4-10-1307,SK5700040000,52.954357,-1.1530111,England,
49,5,Nottingham,october,1307,10,5-10-1307,SK5700040000,52.954357,-1.1530111,England,
50,6,Nottingham,october,1307,10,6-10-1307,SK5700040000,52.954357,-1.1530111,England,
51,8,Nottingham,october,1307,10,8-10-1307,SK5700040000,52.954357,-1.1530111,England,
52,10,Leicester,october,1307,10,10-10-1307,SK5875204306,52.633333,-1.133333,England,
53,10,Peatling Parva,october,1307,10,10-10-1307,SP5933791258,52.51599,-1.12702,England,Appears as Peeking
54,13,Guilsborough,october,1307,10,13-10-1307,SP6750273498,52.3554,-1.0103,England,Appears as Gildesburgh
55,14,Northampton,october,1307,10,14-10-1307,SP7549060562,52.238083,-0.89592755,England,
56,15,Northampton,october,1307,10,15-10-1307,SP7549060562,52.238083,-0.89592755,England,
57,16,Northampton,october,1307,10,16-10-1307,SP7549060562,52.238083,-0.89592755,England,
58,17,Northampton,october,1307,10,17-10-1307,SP7549060562,52.238083,-0.89592755,England,
59,18,Northampton,october,1307,10,18-10-1307,SP7549060562,52.238083,-0.89592755,England,
60,21,Langley,october,1307,10,21-10-1307,TL0657302592,51.711944,-0.458889,England,
61,25,Tower of London,october,1307,10,25-10-1307,TQ3360080600,51.508544,-0.076289153,England,
62,26,Westminster,october,1307,10,26-10-1307,TQ3016079670,51.500988,-0.12617168,England,
63,27,Westminster,october,1307,10,27-10-1307,TQ3016079670,51.500988,-0.12617168,England,
64,28,Westminster,october,1307,10,28-10-1307,TQ3016079670,51.500988,-0.12617168,England,
65,29,Westminster,october,1307,10,29-10-1307,TQ3016079670,51.500988,-0.12617168,England,
66,30,Westminster,october,1307,10,30-10-1307,TQ3016079670,51.500988,-0.12617168,England,
67,31,London,october,1307,10,31-10-1307,TQ3005080361,51.507222,-0.1275,England,
68,31,St. Albans,october,1307,10,31-10-1307,TL1495307566,51.755,-0.336,England,
69,1,Berkhampstead,november,1307,11,1-11-1307,SP9948207793,51.76,-0.56,England,
70,2,Berkhampstead,november,1307,11,2-11-1307,SP9948207793,51.76,-0.56,England,
71,3,Berkhampstead,november,1307,11,3-11-1307,SP9948207793,51.76,-0.56,England,
72,4,Westminster,november,1307,11,4-11-1307,TQ3016079670,51.500988,-0.12617168,England,
73,5,Westminster,november,1307,11,5-11-1307,TQ3016079670,51.500988,-0.12617168,England,
74,6,London,november,1307,11,6-11-1307,TQ3005080361,51.507222,-0.1275,England,
75,7,Westminster,november,1307,11,7-11-1307,TQ3016079670,51.500988,-0.12617168,England,
76,8,Westminster,november,1307,11,8-11-1307,TQ3016079670,51.500988,-0.12617168,England,
77,9,Westminster,november,1307,11,9-11-1307,TQ3016079670,51.500988,-0.12617168,England,
78,10,Westminster,november,1307,11,10-11-1307,TQ3016079670,51.500988,-0.12617168,England,
79,12,Langley,november,1307,11,12-11-1307,TL0657302592,51.711944,-0.458889,England,
80,12,Westminster,november,1307,11,12-11-1307,TQ3016079670,51.500988,-0.12617168,England,
81,13,Westminster,november,1307,11,13-11-1307,TQ3016079670,51.500988,-0.12617168,England,
82,13,Langley,november,1307,11,13-11-1307,TL0657302592,51.711944,-0.458889,England,
83,14,Langley,november,1307,11,14-11-1307,TL0657302592,51.711944,-0.458889,England,
84,15,Langley,november,1307,11,15-11-1307,TL0657302592,51.711944,-0.458889,England,
85,16,Langley,november,1307,11,16-11-1307,TL0657302592,51.711944,-0.458889,England,
86,18,Langley,november,1307,11,18-11-1307,TL0657302592,51.711944,-0.458889,England,
87,19,Langley,november,1307,11,19-11-1307,TL0657302592,51.711944,-0.458889,England,
88,20,Langley,november,1307,11,20-11-1307,TL0657302592,51.711944,-0.458889,England,
89,21,Langley,november,1307,11,21-11-1307,TL0657302592,51.711944,-0.458889,England,
90,22,Langley,november,1307,11,22-11-1307,TL0657302592,51.711944,-0.458889,England,
91,23,Langley,november,1307,11,23-11-1307,TL0657302592,51.711944,-0.458889,England,
92,24,Langley,november,1307,11,24-11-1307,TL0657302592,51.711944,-0.458889,England,
93,25,Langley,november,1307,11,25-11-1307,TL0657302592,51.711944,-0.458889,England,
94,26,Langley,november,1307,11,26-11-1307,TL0657302592,51.711944,-0.458889,England,
95,27,Langley,november,1307,11,27-11-1307,TL0657302592,51.711944,-0.458889,England,
96,28,Langley,november,1307,11,28-11-1307,TL0657302592,51.711944,-0.458889,England,
97,30,Langley,november,1307,11,30-11-1307,TL0657302592,51.711944,-0.458889,England,
98,1,Langley,december,1307,12,1-12-1307,TL0657302592,51.711944,-0.458889,England,
99,2,Reading,december,1307,12,2-12-1307,SU7145273298,51.454167,-0.973056,England,
100,3,Reading,december,1307,12,3-12-1307,SU7145273298,51.454167,-0.973056,England,
101,4,Reading,december,1307,12,4-12-1307,SU7145273298,51.454167,-0.973056,England,
102,4,Bisham,december,1307,12,4-12-1307,SU8509384836,51.556,-0.774,England,Appears as Temple Bristlesham
103,5,Bisham,december,1307,12,5-12-1307,SU8509384836,51.556,-0.774,England,Apperas as Templum de Bristlesham
104,6,Langley,december,1307,12,6-12-1307,TL0657302592,51.711944,-0.458889,England,
105,7,Langley,december,1307,12,7-12-1307,TL0657302592,51.711944,-0.458889,England,
106,8,Langley,december,1307,12,8-12-1307,TL0657302592,51.711944,-0.458889,England,
107,10,Westminster,december,1307,12,10-12-1307,TQ3016079670,51.500988,-0.12617168,England,
108,11,Westminster,december,1307,12,11-12-1307,TQ3016079670,51.500988,-0.12617168,England,
109,12,Westminster,december,1307,12,12-12-1307,TQ3016079670,51.500988,-0.12617168,England,
110,13,Westminster,december,1307,12,13-12-1307,TQ3016079670,51.500988,-0.12617168,England,
111,14,Westminster,december,1307,12,14-12-1307,TQ3016079670,51.500988,-0.12617168,England,
112,15,Westminster,december,1307,12,15-12-1307,TQ3016079670,51.500988,-0.12617168,England,
113,16,Westminster,december,1307,12,16-12-1307,TQ3016079670,51.500988,-0.12617168,England,
114,18,Langley,december,1307,12,18-12-1307,TL0657302592,51.711944,-0.458889,England,
115,19,Byfleet,december,1307,12,19-12-1307,TQ0667061212,51.34,-0.47,England,Appears as Byflete
116,20,Byfleet,december,1307,12,20-12-1307,TQ0667061212,51.34,-0.47,England,Appears as Byflete
117,21,Byfleet,december,1307,12,21-12-1307,TQ0667061212,51.34,-0.47,England,Appears as Byflete
118,22,Byfleet,december,1307,12,22-12-1307,TQ0667061212,51.34,-0.47,England,Appears as Byflete
119,24,Westminster,december,1307,12,24-12-1307,TQ3016079670,51.500988,-0.12617168,England,
120,25,Westminster,december,1307,12,25-12-1307,TQ3016079670,51.500988,-0.12617168,England,
121,26,Westminster,december,1307,12,26-12-1307,TQ3016079670,51.500988,-0.12617168,England,
122,30,Canterbury,december,1307,12,30-12-1307,TR1489957934,51.28,1.08,England,
123,1,Canterbury,january,1308,1,1-1-1308,TR1489957934,51.28,1.08,England,
124,2,Canterbury,january,1308,1,2-1-1308,TR1489957934,51.28,1.08,England,
125,3,Canterbury,january,1308,1,3-1-1308,TR1489957934,51.28,1.08,England,
126,4,Canterbury,january,1308,1,4-1-1308,TR1489957934,51.28,1.08,England,
127,5,Wy,january,1308,1,5-1-1308,TR0537446779,51.183333,0.937222,England,
128,6,Wy,january,1308,1,6-1-1308,TR0537446779,51.183333,0.937222,England,
129,7,Wy,january,1308,1,7-1-1308,TR0537446779,51.183333,0.937222,England,
130,8,Wy,january,1308,1,8-1-1308,TR0537446779,51.183333,0.937222,England,
131,10,Wy,january,1308,1,10-1-1308,TR0537446779,51.183333,0.937222,England,
132,11,Wy,january,1308,1,11-1-1308,TR0537446779,51.183333,0.937222,England,
133,12,Patricksbourn,january,1308,1,12-1-1308,TR1892355320,51.255,1.136,England,
134,13,Patricksbourn,january,1308,1,13-1-1308,TR1892355320,51.255,1.136,England,
135,14,Dover,january,1308,1,14-1-1308,TR3161341898,51.1295,1.3089,England,
136,15,Dover,january,1308,1,15-1-1308,TR3161341898,51.1295,1.3089,England,
137,16,Dover,january,1308,1,16-1-1308,TR3161341898,51.1295,1.3089,England,
138,17,Dover,january,1308,1,17-1-1308,TR3161341898,51.1295,1.3089,England,
139,18,Dover,january,1308,1,18-1-1308,TR3161341898,51.1295,1.3089,England,
140,19,Dover,january,1308,1,19-1-1308,TR3161341898,51.1295,1.3089,England,
141,20,Dover,january,1308,1,20-1-1308,TR3161341898,51.1295,1.3089,England,
142,31,Boulogne,january,1308,1,31-1-1308,,50.7264,1.6147,France,
143,1,Boulogne,february,1308,2,1-2-1308,,50.7264,1.6147,France,
144,2,Boulogne,february,1308,2,2-2-1308,,50.7264,1.6147,France,
145,5,Whitsand,february,1308,2,5-2-1308,SX3890552345,50.348927,-4.2656491,England,
146,6,Dover,february,1308,2,6-2-1308,TR3161341898,51.1295,1.3089,England,
147,8,Dover,february,1308,2,8-2-1308,TR3161341898,51.1295,1.3089,England,
148,9,Dover,february,1308,2,9-2-1308,TR3161341898,51.1295,1.3089,England,
149,10,Dover,february,1308,2,10-2-1308,TR3161341898,51.1295,1.3089,England,
150,11,Canterbury,february,1308,2,11-2-1308,TR1489957934,51.28,1.08,England,
151,12,Ospringe,february,1308,2,12-2-1308,TR0033160795,51.311,0.873,England,
152,13,Rochester,february,1308,2,13-2-1308,TQ7409666960,51.375,0.5,England,
153,14,Rochester,february,1308,2,14-2-1308,TQ7409666960,51.375,0.5,England,
154,15,Eltham,february,1308,2,15-2-1308,TQ4268274443,51.451,0.052,England,
155,16,Eltham,february,1308,2,16-2-1308,TQ4268274443,51.451,0.052,England,
156,17,Eltham,february,1308,2,17-2-1308,TQ4268274443,51.451,0.052,England,
157,19,Eltham,february,1308,2,19-2-1308,TQ4268274443,51.451,0.052,England,
158,20,Eltham,february,1308,2,20-2-1308,TQ4268274443,51.451,0.052,England,
159,21,Tower of London,february,1308,2,21-2-1308,TQ3360080600,51.508544,-0.076289153,England,
160,22,Tower of London,february,1308,2,22-2-1308,TQ3360080600,51.508544,-0.076289153,England,
161,23,Tower of London,february,1308,2,23-2-1308,TQ3360080600,51.508544,-0.076289153,England,
162,25,Westminster,february,1308,2,25-2-1308,TQ3016079670,51.500988,-0.12617168,England,
163,26,Westminster,february,1308,2,26-2-1308,TQ3016079670,51.500988,-0.12617168,England,
164,27,Westminster,february,1308,2,27-2-1308,TQ3016079670,51.500988,-0.12617168,England,
165,28,Westminster,february,1308,2,28-2-1308,TQ3016079670,51.500988,-0.12617168,England,
166,1,Westminster,march,1308,3,1-3-1308,TQ3016079670,51.500988,-0.12617168,England,
167,2,Westminster,march,1308,3,2-3-1308,TQ3016079670,51.500988,-0.12617168,England,
168,3,Westminster,march,1308,3,3-3-1308,TQ3016079670,51.500988,-0.12617168,England,
169,4,Westminster,march,1308,3,4-3-1308,TQ3016079670,51.500988,-0.12617168,England,
170,5,Westminster,march,1308,3,5-3-1308,TQ3016079670,51.500988,-0.12617168,England,
171,6,Westminster,march,1308,3,6-3-1308,TQ3016079670,51.500988,-0.12617168,England,
172,7,Westminster,march,1308,3,7-3-1308,TQ3016079670,51.500988,-0.12617168,England,
173,8,Westminster,march,1308,3,8-3-1308,TQ3016079670,51.500988,-0.12617168,England,
174,9,Westminster,march,1308,3,9-3-1308,TQ3016079670,51.500988,-0.12617168,England,
175,10,Westminster,march,1308,3,10-3-1308,TQ3016079670,51.500988,-0.12617168,England,
176,11,Westminster,march,1308,3,11-3-1308,TQ3016079670,51.500988,-0.12617168,England,
177,12,Westminster,march,1308,3,12-3-1308,TQ3016079670,51.500988,-0.12617168,England,
178,13,Westminster,march,1308,3,13-3-1308,TQ3016079670,51.500988,-0.12617168,England,
179,14,Westminster,march,1308,3,14-3-1308,TQ3016079670,51.500988,-0.12617168,England,
180,15,Westminster,march,1308,3,15-3-1308,TQ3016079670,51.500988,-0.12617168,England,
181,16,Westminster,march,1308,3,16-3-1308,TQ3016079670,51.500988,-0.12617168,England,
182,17,Westminster,march,1308,3,17-3-1308,TQ3016079670,51.500988,-0.12617168,England,
183,18,Westminster,march,1308,3,18-3-1308,TQ3016079670,51.500988,-0.12617168,England,
184,19,Westminster,march,1308,3,19-3-1308,TQ3016079670,51.500988,-0.12617168,England,
185,20,Westminster,march,1308,3,20-3-1308,TQ3016079670,51.500988,-0.12617168,England,
186,21,Westminster,march,1308,3,21-3-1308,TQ3016079670,51.500988,-0.12617168,England,
187,22,Westminster,march,1308,3,22-3-1308,TQ3016079670,51.500988,-0.12617168,England,
188,23,Westminster,march,1308,3,23-3-1308,TQ3016079670,51.500988,-0.12617168,England,
189,24,Westminster,march,1308,3,24-3-1308,TQ3016079670,51.500988,-0.12617168,England,
190,25,Westminster,march,1308,3,25-3-1308,TQ3016079670,51.500988,-0.12617168,England,
191,25,Kennington,march,1308,3,25-3-1308,TQ3064877347,51.48,-0.12,England,
192,26,Windsor,march,1308,3,26-3-1308,SU9702176966,51.483333,-0.604167,England,
193,27,Windsor,march,1308,3,27-3-1308,SU9702176966,51.483333,-0.604167,England,
194,29,Wallingford,march,1308,3,29-3-1308,SU6070289269,51.599,-1.125,England,Appears as Walingford
195,30,Wallingford,march,1308,3,30-3-1308,SU6070289269,51.599,-1.125,England,Appears as Walingford
196,31,Caversham,march,1308,3,31-3-1308,SU7143674726,51.467,-0.973,England,
197,1,Windsor,april,1308,4,1-4-1308,SU9702176966,51.483333,-0.604167,England,
198,2,Windsor,april,1308,4,2-4-1308,SU9702176966,51.483333,-0.604167,England,
199,3,Windsor,april,1308,4,3-4-1308,SU9702176966,51.483333,-0.604167,England,
200,4,Windsor,april,1308,4,4-4-1308,SU9702176966,51.483333,-0.604167,England,
201,5,Windsor,april,1308,4,5-4-1308,SU9702176966,51.483333,-0.604167,England,
202,6,Windsor,april,1308,4,6-4-1308,SU9702176966,51.483333,-0.604167,England,
203,7,Windsor,april,1308,4,7-4-1308,SU9702176966,51.483333,-0.604167,England,
204,8,Windsor,april,1308,4,8-4-1308,SU9702176966,51.483333,-0.604167,England,
205,9,Windsor,april,1308,4,9-4-1308,SU9702176966,51.483333,-0.604167,England,
206,10,Windsor,april,1308,4,10-4-1308,SU9702176966,51.483333,-0.604167,England,
207,11,Windsor,april,1308,4,11-4-1308,SU9702176966,51.483333,-0.604167,England,
208,12,Windsor,april,1308,4,12-4-1308,SU9702176966,51.483333,-0.604167,England,
209,14,Windsor,april,1308,4,14-4-1308,SU9702176966,51.483333,-0.604167,England,
210,15,Windsor,april,1308,4,15-4-1308,SU9702176966,51.483333,-0.604167,England,
211,16,Windsor,april,1308,4,16-4-1308,SU9702176966,51.483333,-0.604167,England,
212,18,Windsor,april,1308,4,18-4-1308,SU9702176966,51.483333,-0.604167,England,
213,20,Windsor,april,1308,4,20-4-1308,SU9702176966,51.483333,-0.604167,England,
214,21,Windsor,april,1308,4,21-4-1308,SU9702176966,51.483333,-0.604167,England,
215,22,Windsor,april,1308,4,22-4-1308,SU9702176966,51.483333,-0.604167,England,
216,23,Windsor,april,1308,4,23-4-1308,SU9702176966,51.483333,-0.604167,England,
217,24,Windsor,april,1308,4,24-4-1308,SU9702176966,51.483333,-0.604167,England,
218,25,Windsor,april,1308,4,25-4-1308,SU9702176966,51.483333,-0.604167,England,
219,26,Windsor,april,1308,4,26-4-1308,SU9702176966,51.483333,-0.604167,England,
220,27,Windsor,april,1308,4,27-4-1308,SU9702176966,51.483333,-0.604167,England,
221,28,Windsor,april,1308,4,28-4-1308,SU9702176966,51.483333,-0.604167,England,
222,29,Windsor,april,1308,4,29-4-1308,SU9702176966,51.483333,-0.604167,England,
223,30,Windsor,april,1308,4,30-4-1308,SU9702176966,51.483333,-0.604167,England,
224,1,Westminster,may,1308,5,1-5-1308,TQ3016079670,51.500988,-0.12617168,England,
225,2,Westminster,may,1308,5,2-5-1308,TQ3016079670,51.500988,-0.12617168,England,
226,3,Westminster,may,1308,5,3-5-1308,TQ3016079670,51.500988,-0.12617168,England,
227,4,Westminster,may,1308,5,4-5-1308,TQ3016079670,51.500988,-0.12617168,England,
228,5,Westminster,may,1308,5,5-5-1308,TQ3016079670,51.500988,-0.12617168,England,
229,6,Westminster,may,1308,5,6-5-1308,TQ3016079670,51.500988,-0.12617168,England,
230,7,Westminster,may,1308,5,7-5-1308,TQ3016079670,51.500988,-0.12617168,England,
231,8,Westminster,may,1308,5,8-5-1308,TQ3016079670,51.500988,-0.12617168,England,
232,9,Westminster,may,1308,5,9-5-1308,TQ3016079670,51.500988,-0.12617168,England,
233,10,Westminster,may,1308,5,10-5-1308,TQ3016079670,51.500988,-0.12617168,England,
234,12,Westminster,may,1308,5,12-5-1308,TQ3016079670,51.500988,-0.12617168,England,
235,13,Westminster,may,1308,5,13-5-1308,TQ3016079670,51.500988,-0.12617168,England,
236,14,Westminster,may,1308,5,14-5-1308,TQ3016079670,51.500988,-0.12617168,England,
237,15,Westminster,may,1308,5,15-5-1308,TQ3016079670,51.500988,-0.12617168,England,
238,16,Westminster,may,1308,5,16-5-1308,TQ3016079670,51.500988,-0.12617168,England,
239,17,Westminster,may,1308,5,17-5-1308,TQ3016079670,51.500988,-0.12617168,England,
240,18,Westminster,may,1308,5,18-5-1308,TQ3016079670,51.500988,-0.12617168,England,
241,20,Westminster,may,1308,5,20-5-1308,TQ3016079670,51.500988,-0.12617168,England,
242,21,Westminster,may,1308,5,21-5-1308,TQ3016079670,51.500988,-0.12617168,England,
243,22,Westminster,may,1308,5,22-5-1308,TQ3016079670,51.500988,-0.12617168,England,
244,23,Westminster,may,1308,5,23-5-1308,TQ3016079670,51.500988,-0.12617168,England,
245,24,Westminster,may,1308,5,24-5-1308,TQ3016079670,51.500988,-0.12617168,England,
246,25,Westminster,may,1308,5,25-5-1308,TQ3016079670,51.500988,-0.12617168,England,
247,26,Windsor,may,1308,5,26-5-1308,SU9702176966,51.483333,-0.604167,England,
248,27,Windsor,may,1308,5,27-5-1308,SU9702176966,51.483333,-0.604167,England,
249,28,Windsor,may,1308,5,28-5-1308,SU9702176966,51.483333,-0.604167,England,
250,30,Langley,may,1308,5,30-5-1308,TL0657302592,51.711944,-0.458889,England,
251,1,Langley,june,1308,6,1-6-1308,TL0657302592,51.711944,-0.458889,England,
252,2,Langley,june,1308,6,2-6-1308,TL0657302592,51.711944,-0.458889,England,
253,3,Langley,june,1308,6,3-6-1308,TL0657302592,51.711944,-0.458889,England,
254,4,Langley,june,1308,6,4-6-1308,TL0657302592,51.711944,-0.458889,England,
255,5,Langley,june,1308,6,5-6-1308,TL0657302592,51.711944,-0.458889,England,
256,6,Islip,june,1308,6,6-6-1308,SP5275414096,51.823,-1.236,England,
257,7,Langley,june,1308,6,7-6-1308,TL0657302592,51.711944,-0.458889,England,
258,8,Langley,june,1308,6,8-6-1308,TL0657302592,51.711944,-0.458889,England,
259,9,Langley,june,1308,6,9-6-1308,TL0657302592,51.711944,-0.458889,England,
260,10,Langley,june,1308,6,10-6-1308,TL0657302592,51.711944,-0.458889,England,
261,11,Langley,june,1308,6,11-6-1308,TL0657302592,51.711944,-0.458889,England,
262,12,Langley,june,1308,6,12-6-1308,TL0657302592,51.711944,-0.458889,England,
263,13,Windsor,june,1308,6,13-6-1308,SU9702176966,51.483333,-0.604167,England,
264,14,Windsor,june,1308,6,14-6-1308,SU9702176966,51.483333,-0.604167,England,
265,15,Reading,june,1308,6,15-6-1308,SU7145273298,51.454167,-0.973056,England,
266,16,Reading,june,1308,6,16-6-1308,SU7145273298,51.454167,-0.973056,England,
267,16,Windsor,june,1308,6,16-6-1308,SU9702176966,51.483333,-0.604167,England,
268,17,Marlborough,june,1308,6,17-6-1308,SU1887169033,51.42,-1.73,England,
269,18,Newbury,june,1308,6,18-6-1308,SU4719267103,51.401,-1.323,England,
270,19,Marlborough,june,1308,6,19-6-1308,SU1887169033,51.42,-1.73,England,
271,19,Hungerford,june,1308,6,19-6-1308,SU3382668443,51.414,-1.515,England,
272,20,Marlborough,june,1308,6,20-6-1308,SU1887169033,51.42,-1.73,England,
273,21,Stanley,june,1308,6,21-6-1308,SO8105203285,51.727961,-2.2757431,England,
274,22,Marlborough,june,1308,6,22-6-1308,SU1887169033,51.42,-1.73,England,
275,22,Stanley,june,1308,6,22-6-1308,SO8105203285,51.727961,-2.2757431,England,
276,23,Bristol,june,1308,6,23-6-1308,ST5833772855,51.453134,-2.6009817,England,
277,24,Bristol,june,1308,6,24-6-1308,ST5833772855,51.453134,-2.6009817,England,
278,25,Bristol,june,1308,6,25-6-1308,ST5833772855,51.453134,-2.6009817,England,
279,26,Bristol,june,1308,6,26-6-1308,ST5833772855,51.453134,-2.6009817,England,
280,27,Bristol,june,1308,6,27-6-1308,ST5833772855,51.453134,-2.6009817,England,
281,28,Bristol,june,1308,6,28-6-1308,ST5833772855,51.453134,-2.6009817,England,
282,29,Bristol,june,1308,6,29-6-1308,ST5833772855,51.453134,-2.6009817,England,
283,30,Bristol,june,1308,6,30-6-1308,ST5833772855,51.453134,-2.6009817,England,
284,1,Bristol,july,1308,7,1-7-1308,ST5833772855,51.453134,-2.6009817,England,
285,2,Bristol,july,1308,7,2-7-1308,ST5833772855,51.453134,-2.6009817,England,
286,4,Woodstock,july,1308,7,4-7-1308,SP4459916464,51.845,-1.354,England,
287,5,Woodstock,july,1308,7,5-7-1308,SP4459916464,51.845,-1.354,England,
288,6,Windsor,july,1308,7,6-7-1308,SU9702176966,51.483333,-0.604167,England,
289,8,Reading,july,1308,7,8-7-1308,SU7145273298,51.454167,-0.973056,England,
290,8,Windsor,july,1308,7,8-7-1308,SU9702176966,51.483333,-0.604167,England,
291,9,Windsor,july,1308,7,9-7-1308,SU9702176966,51.483333,-0.604167,England,
292,10,Windsor,july,1308,7,10-7-1308,SU9702176966,51.483333,-0.604167,England,
293,11,Windsor,july,1308,7,11-7-1308,SU9702176966,51.483333,-0.604167,England,
294,12,Windsor,july,1308,7,12-7-1308,SU9702176966,51.483333,-0.604167,England,
295,13,Windsor,july,1308,7,13-7-1308,SU9702176966,51.483333,-0.604167,England,
296,14,Windsor,july,1308,7,14-7-1308,SU9702176966,51.483333,-0.604167,England,
297,15,Windsor,july,1308,7,15-7-1308,SU9702176966,51.483333,-0.604167,England,
298,16,Langley,july,1308,7,16-7-1308,TL0657302592,51.711944,-0.458889,England,
299,17,Windsor,july,1308,7,17-7-1308,SU9702176966,51.483333,-0.604167,England,
300,18,Windsor,july,1308,7,18-7-1308,SU9702176966,51.483333,-0.604167,England,
301,20,Windsor,july,1308,7,20-7-1308,SU9702176966,51.483333,-0.604167,England,
302,21,Windsor,july,1308,7,21-7-1308,SU9702176966,51.483333,-0.604167,England,
303,22,Windsor,july,1308,7,22-7-1308,SU9702176966,51.483333,-0.604167,England,
304,23,Windsor,july,1308,7,23-7-1308,SU9702176966,51.483333,-0.604167,England,
305,26,Westminster,july,1308,7,26-7-1308,TQ3016079670,51.500988,-0.12617168,England,
306,27,Tower of London,july,1308,7,27-7-1308,TQ3360080600,51.508544,-0.076289153,England,
307,28,Tower of London,july,1308,7,28-7-1308,TQ3360080600,51.508544,-0.076289153,England,
308,29,Langley,july,1308,7,29-7-1308,TL0657302592,51.711944,-0.458889,England,
309,2,Berkhampstead,august,1308,8,2-8-1308,SP9948207793,51.76,-0.56,England,
310,4,Berkhampstead,august,1308,8,4-8-1308,SP9948207793,51.76,-0.56,England,
