id,date,location,month,year,month(no),time,OSGridRef,latitude ,longitude,Nation,Notes
3169,2,Windsor,may,1317,5,2-5-1317,SU9702176966,51.483333,-0.604167,England,
3170,3,Windsor,may,1317,5,3-5-1317,SU9702176966,51.483333,-0.604167,England,
3171,4,Windsor,may,1317,5,4-5-1317,SU9702176966,51.483333,-0.604167,England,
3172,5,Windsor,may,1317,5,5-5-1317,SU9702176966,51.483333,-0.604167,England,
3173,6,Windsor,may,1317,5,6-5-1317,SU9702176966,51.483333,-0.604167,England,
3174,7,Windsor,may,1317,5,7-5-1317,SU9702176966,51.483333,-0.604167,England,
3175,8,Windsor,may,1317,5,8-5-1317,SU9702176966,51.483333,-0.604167,England,
3176,9,Windsor,may,1317,5,9-5-1317,SU9702176966,51.483333,-0.604167,England,
3177,10,Windsor,may,1317,5,10-5-1317,SU9702176966,51.483333,-0.604167,England,
3178,11,Windsor,may,1317,5,11-5-1317,SU9702176966,51.483333,-0.604167,England,
3179,12,Windsor,may,1317,5,12-5-1317,SU9702176966,51.483333,-0.604167,England,
3180,13,Windsor,may,1317,5,13-5-1317,SU9702176966,51.483333,-0.604167,England,
3181,14,Windsor,may,1317,5,14-5-1317,SU9702176966,51.483333,-0.604167,England,
3182,15,Windsor,may,1317,5,15-5-1317,SU9702176966,51.483333,-0.604167,England,
3183,16,Windsor,may,1317,5,16-5-1317,SU9702176966,51.483333,-0.604167,England,
3184,17,Westminster,may,1317,5,17-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3185,17,Isleworth,may,1317,5,17-5-1317,TQ1568575427,51.466,-0.336,England,
3186,18,Westminster,may,1317,5,18-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3187,19,Westminster,may,1317,5,19-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3188,20,Westminster,may,1317,5,20-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3189,21,Westminster,may,1317,5,21-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3190,22,Westminster,may,1317,5,22-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3191,23,Westminster,may,1317,5,23-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3192,24,Westminster,may,1317,5,24-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3193,25,Westminster,may,1317,5,25-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3194,26,Westminster,may,1317,5,26-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3195,27,Westminster,may,1317,5,27-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3196,28,Westminster,may,1317,5,28-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3197,29,Westminster,may,1317,5,29-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3198,30,Westminster,may,1317,5,30-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3199,31,Westminster,may,1317,5,31-5-1317,TQ3016079670,51.500988,-0.12617168,England,
3200,1,Westminster,june,1317,6,1-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3201,2,Westminster,june,1317,6,2-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3202,3,Westminster,june,1317,6,3-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3203,4,Westminster,june,1317,6,4-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3204,5,Westminster,june,1317,6,5-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3205,6,Westminster,june,1317,6,6-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3206,7,Westminster,june,1317,6,7-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3207,8,Westminster,june,1317,6,8-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3208,9,Westminster,june,1317,6,9-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3209,10,Westminster,june,1317,6,10-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3210,11,Westminster,june,1317,6,11-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3211,12,Westminster,june,1317,6,12-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3212,13,Westminster,june,1317,6,13-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3213,14,Westminster,june,1317,6,14-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3214,15,Westminster,june,1317,6,15-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3215,16,Westminster,june,1317,6,16-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3216,17,Westminster,june,1317,6,17-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3217,18,Paddington,june,1317,6,18-6-1317,TQ2686581391,51.5172,-0.173,England,
3218,18,Westminster,june,1317,6,18-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3219,20,Westminster,june,1317,6,20-6-1317,TQ3016079670,51.500988,-0.12617168,England,
3220,20,St. Albans,june,1317,6,20-6-1317,TL1495307566,51.755,-0.336,England,
3221,21,Aylesbury,june,1317,6,21-6-1317,SP8196013797,51.8168,-0.8124,England,
3222,22,Thame,june,1317,6,22-6-1317,SP7120106202,51.75,-0.97,England,
3223,23,Thame,june,1317,6,23-6-1317,SP7120106202,51.75,-0.97,England,
3224,25,Woodstock,june,1317,6,25-6-1317,SP4459916464,51.845,-1.354,England,
3225,26,Woodstock,june,1317,6,26-6-1317,SP4459916464,51.845,-1.354,England,
3226,27,Woodstock,june,1317,6,27-6-1317,SP4459916464,51.845,-1.354,England,
3227,28,Woodstock,june,1317,6,28-6-1317,SP4459916464,51.845,-1.354,England,
3228,29,Woodstock,june,1317,6,29-6-1317,SP4459916464,51.845,-1.354,England,
3229,30,Woodstock,june,1317,6,30-6-1317,SP4459916464,51.845,-1.354,England,
3230,1,Brackley,july,1317,7,1-7-1317,SP5861537409,52.032,-1.147,England,
3231,1,Woodstock,july,1317,7,1-7-1317,SP4459916464,51.845,-1.354,England,
3232,2,Brackley,july,1317,7,2-7-1317,SP5861537409,52.032,-1.147,England,
3233,3,Northampton,july,1317,7,3-7-1317,SP7549060562,52.238083,-0.89592755,England,
3234,4,Northampton,july,1317,7,4-7-1317,SP7549060562,52.238083,-0.89592755,England,
3235,5,Northampton,july,1317,7,5-7-1317,SP7549060562,52.238083,-0.89592755,England,
3236,6,Northampton,july,1317,7,6-7-1317,SP7549060562,52.238083,-0.89592755,England,
3237,7,Northampton,july,1317,7,7-7-1317,SP7549060562,52.238083,-0.89592755,England,
3238,8,Buckby,july,1317,7,8-7-1317,SP6276167606,52.303,-1.081,England,Appears as Buckeby
3239,9,Sulby,july,1317,7,9-7-1317,SP6610080510,52.4186,-1.0295,England,Appears as Sulleby
3240,10,Wigston,july,1317,7,10-7-1317,SP6155598540,52.5812,-1.093,England,Appears as Wikyngston
3241,11,Leicester,july,1317,7,11-7-1317,SK5875204306,52.633333,-1.133333,England,
3242,12,Leicester,july,1317,7,12-7-1317,SK5875204306,52.633333,-1.133333,England,
3243,13,Leicester,july,1317,7,13-7-1317,SK5875204306,52.633333,-1.133333,England,
3244,14,Leicester,july,1317,7,14-7-1317,SK5875204306,52.633333,-1.133333,England,
3245,14,Loughborough,july,1317,7,14-7-1317,SK5376019508,52.7705,-1.2046,England,Appears as Loughboro
3246,15,Kegworth,july,1317,7,15-7-1317,SK4835626843,52.836944,-1.283611,England,
3247,16,Nottingham,july,1317,7,16-7-1317,SK5700040000,52.954357,-1.1530111,England,
3248,17,Nottingham,july,1317,7,17-7-1317,SK5700040000,52.954357,-1.1530111,England,
3249,18,Nottingham,july,1317,7,18-7-1317,SK5700040000,52.954357,-1.1530111,England,
3250,20,Nottingham,july,1317,7,20-7-1317,SK5700040000,52.954357,-1.1530111,England,
3251,21,Nottingham,july,1317,7,21-7-1317,SK5700040000,52.954357,-1.1530111,England,
3252,22,Nottingham,july,1317,7,22-7-1317,SK5700040000,52.954357,-1.1530111,England,
3253,23,Nottingham,july,1317,7,23-7-1317,SK5700040000,52.954357,-1.1530111,England,
3254,24,Nottingham,july,1317,7,24-7-1317,SK5700040000,52.954357,-1.1530111,England,
3255,25,Nottingham,july,1317,7,25-7-1317,SK5700040000,52.954357,-1.1530111,England,
3256,26,Nottingham,july,1317,7,26-7-1317,SK5700040000,52.954357,-1.1530111,England,
3257,27,Nottingham,july,1317,7,27-7-1317,SK5700040000,52.954357,-1.1530111,England,
3258,28,Nottingham,july,1317,7,28-7-1317,SK5700040000,52.954357,-1.1530111,England,
3259,29,Nottingham,july,1317,7,29-7-1317,SK5700040000,52.954357,-1.1530111,England,
3260,30,Nottingham,july,1317,7,30-7-1317,SK5700040000,52.954357,-1.1530111,England,
3261,1,Nottingham,august,1317,8,1-8-1317,SK5700040000,52.954357,-1.1530111,England,
3262,2,Nottingham,august,1317,8,2-8-1317,SK5700040000,52.954357,-1.1530111,England,
3263,3,Nottingham,august,1317,8,3-8-1317,SK5700040000,52.954357,-1.1530111,England,
3264,4,Nottingham,august,1317,8,4-8-1317,SK5700040000,52.954357,-1.1530111,England,
3265,5,Nottingham,august,1317,8,5-8-1317,SK5700040000,52.954357,-1.1530111,England,
3266,6,Nottingham,august,1317,8,6-8-1317,SK5700040000,52.954357,-1.1530111,England,
3267,7,Nottingham,august,1317,8,7-8-1317,SK5700040000,52.954357,-1.1530111,England,
3268,8,Shelford,august,1317,8,8-8-1317,SK6617542302,52.974,-1.016,England,
3269,9,Newark,august,1317,8,9-8-1317,SK7987553872,53.076111,-0.809167,England,
3270,10,Somerton,august,1317,8,10-8-1317,ST4850328497,51.0535,-2.7361,England,
3271,11,Somerton,august,1317,8,11-8-1317,ST4850328497,51.0535,-2.7361,England,
3272,12,Somerton,august,1317,8,12-8-1317,ST4850328497,51.0535,-2.7361,England,
3273,13,Somerton,august,1317,8,13-8-1317,ST4850328497,51.0535,-2.7361,England,
3274,14,Somerton,august,1317,8,14-8-1317,ST4850328497,51.0535,-2.7361,England,
3275,15,Somerton,august,1317,8,15-8-1317,ST4850328497,51.0535,-2.7361,England,
3276,16,Somerton,august,1317,8,16-8-1317,ST4850328497,51.0535,-2.7361,England,
3277,17,Somerton,august,1317,8,17-8-1317,ST4850328497,51.0535,-2.7361,England,
3278,18,Somerton,august,1317,8,18-8-1317,ST4850328497,51.0535,-2.7361,England,
3279,19,Lincoln,august,1317,8,19-8-1317,SK9764071820,53.234444,-0.538611,England,
3280,20,Lincoln,august,1317,8,20-8-1317,SK9764071820,53.234444,-0.538611,England,
3281,21,Lincoln,august,1317,8,21-8-1317,SK9764071820,53.234444,-0.538611,England,
3282,22,Lincoln,august,1317,8,22-8-1317,SK9764071820,53.234444,-0.538611,England,
3283,23,Lincoln,august,1317,8,23-8-1317,SK9764071820,53.234444,-0.538611,England,
3284,24,Lincoln,august,1317,8,24-8-1317,SK9764071820,53.234444,-0.538611,England,
3285,25,Lincoln,august,1317,8,25-8-1317,SK9764071820,53.234444,-0.538611,England,
3286,26,Lincoln,august,1317,8,26-8-1317,SK9764071820,53.234444,-0.538611,England,
3287,27,Lincoln,august,1317,8,27-8-1317,SK9764071820,53.234444,-0.538611,England,
3288,28,Lincoln,august,1317,8,28-8-1317,SK9764071820,53.234444,-0.538611,England,
3289,29,Lincoln,august,1317,8,29-8-1317,SK9764071820,53.234444,-0.538611,England,
3290,30,Lincoln,august,1317,8,30-8-1317,SK9764071820,53.234444,-0.538611,England,
3291,31,Cammeringham,august,1317,8,31-8-1317,SK9482082161,53.327885,-0.57775,England,
3292,1,Lincoln,september,1317,9,1-9-1317,SK9764071820,53.234444,-0.538611,England,
3293,2,Barton upon Humber,september,1317,9,2-9-1317,TA0246821876,53.6833,-0.45,England,
3294,4,York,september,1317,9,4-9-1317,SE6030051700,53.957883,-1.0825156,England,
3295,5,York,september,1317,9,5-9-1317,SE6030051700,53.957883,-1.0825156,England,
3296,6,York,september,1317,9,6-9-1317,SE6030051700,53.957883,-1.0825156,England,
3297,7,York,september,1317,9,7-9-1317,SE6030051700,53.957883,-1.0825156,England,
3298,8,York,september,1317,9,8-9-1317,SE6030051700,53.957883,-1.0825156,England,
3299,9,York,september,1317,9,9-9-1317,SE6030051700,53.957883,-1.0825156,England,
3300,10,York,september,1317,9,10-9-1317,SE6030051700,53.957883,-1.0825156,England,
3301,11,York,september,1317,9,11-9-1317,SE6030051700,53.957883,-1.0825156,England,
3302,12,York,september,1317,9,12-9-1317,SE6030051700,53.957883,-1.0825156,England,
3303,13,York,september,1317,9,13-9-1317,SE6030051700,53.957883,-1.0825156,England,
3304,14,York,september,1317,9,14-9-1317,SE6030051700,53.957883,-1.0825156,England,
3305,15,York,september,1317,9,15-9-1317,SE6030051700,53.957883,-1.0825156,England,
3306,16,York,september,1317,9,16-9-1317,SE6030051700,53.957883,-1.0825156,England,
3307,17,York,september,1317,9,17-9-1317,SE6030051700,53.957883,-1.0825156,England,
3308,18,York,september,1317,9,18-9-1317,SE6030051700,53.957883,-1.0825156,England,
3309,19,York,september,1317,9,19-9-1317,SE6030051700,53.957883,-1.0825156,England,
3310,20,York,september,1317,9,20-9-1317,SE6030051700,53.957883,-1.0825156,England,
3311,21,York,september,1317,9,21-9-1317,SE6030051700,53.957883,-1.0825156,England,
3312,22,York,september,1317,9,22-9-1317,SE6030051700,53.957883,-1.0825156,England,
3313,23,York,september,1317,9,23-9-1317,SE6030051700,53.957883,-1.0825156,England,
3314,24,York,september,1317,9,24-9-1317,SE6030051700,53.957883,-1.0825156,England,
3315,25,York,september,1317,9,25-9-1317,SE6030051700,53.957883,-1.0825156,England,
3316,26,York,september,1317,9,26-9-1317,SE6030051700,53.957883,-1.0825156,England,
3317,27,York,september,1317,9,27-9-1317,SE6030051700,53.957883,-1.0825156,England,
3318,28,York,september,1317,9,28-9-1317,SE6030051700,53.957883,-1.0825156,England,
3319,29,York,september,1317,9,29-9-1317,SE6030051700,53.957883,-1.0825156,England,
3320,30,York,september,1317,9,30-9-1317,SE6030051700,53.957883,-1.0825156,England,
3321,1,Castlethorpe,october,1317,10,1-10-1317,SP7956744485,52.093,-0.84,England,Appears as Caisthorp
3322,1,Tadcaster,october,1317,10,1-10-1317,SE4860743476,53.8852,-1.262,England,
3323,3,Doncaster,october,1317,10,3-10-1317,SE5758802385,53.515,-1.133,England,
3324,3,Tickhill,october,1317,10,3-10-1317,SK5900092999,53.43049,-1.11348,England,Appears as Tykhull
3325,4,Tickhill,october,1317,10,4-10-1317,SK5900092999,53.43049,-1.11348,England,Appears as Tykhull
3326,5,Retford,october,1317,10,5-10-1317,SK7050081171,53.322778,-0.943056,England,
3327,6,"Sutton, Bedfordshire",october,1317,10,6-10-1317,TL2205747460,52.112,-0.219,England,Appears as Sutton in the Clay
3328,6,Sutton upon Trent,october,1317,10,6-10-1317,SK7975165986,53.185,-0.808,England,
3329,6,Newark,october,1317,10,6-10-1317,SK7987553872,53.076111,-0.809167,England,
3330,7,Newark,october,1317,10,7-10-1317,SK7987553872,53.076111,-0.809167,England,
3331,7,Grantham,october,1317,10,7-10-1317,SK9167536488,52.918,-0.638,England,
3332,8,Corby,october,1317,10,8-10-1317,SP8828288544,52.48768,-0.7013,England,
3333,8,Stanford-on-Avon,october,1317,10,8-10-1317,SP5896178606,52.4023,-1.1348,England,Appears as Staunford
3334,11,Somerton,october,1317,10,11-10-1317,ST4850328497,51.0535,-2.7361,England,
3335,12,Molesworth,october,1317,10,12-10-1317,TL0903775532,52.367,-0.4,England,Appears as Mollesworth
3336,14,Westminster,october,1317,10,14-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3337,14,Ware,october,1317,10,14-10-1317,TL3580814304,51.810879,-0.031415,England,
3338,15,Waltham,october,1317,10,15-10-1317,TA2594003876,53.516483,-0.102071,England,
3339,16,Westminster,october,1317,10,16-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3340,17,Westminster,october,1317,10,17-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3341,18,Westminster,october,1317,10,18-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3342,20,Westminster,october,1317,10,20-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3343,21,Westminster,october,1317,10,21-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3344,22,Westminster,october,1317,10,22-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3345,23,Westminster,october,1317,10,23-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3346,24,Westminster,october,1317,10,24-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3347,25,Westminster,october,1317,10,25-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3348,26,Westminster,october,1317,10,26-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3349,27,Westminster,october,1317,10,27-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3350,28,Westminster,october,1317,10,28-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3351,29,Westminster,october,1317,10,29-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3352,30,Westminster,october,1317,10,30-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3353,31,Westminster,october,1317,10,31-10-1317,TQ3016079670,51.500988,-0.12617168,England,
3354,1,Westminster,november,1317,11,1-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3355,2,Westminster,november,1317,11,2-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3356,3,Westminster,november,1317,11,3-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3357,4,Westminster,november,1317,11,4-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3358,5,Westminster,november,1317,11,5-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3359,6,Windsor,november,1317,11,6-11-1317,SU9702176966,51.483333,-0.604167,England,
3360,7,Westminster,november,1317,11,7-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3361,8,Windsor,november,1317,11,8-11-1317,SU9702176966,51.483333,-0.604167,England,
3362,9,Windsor,november,1317,11,9-11-1317,SU9702176966,51.483333,-0.604167,England,
3363,10,Windsor,november,1317,11,10-11-1317,SU9702176966,51.483333,-0.604167,England,
3364,11,Windsor,november,1317,11,11-11-1317,SU9702176966,51.483333,-0.604167,England,
3365,12,Windsor,november,1317,11,12-11-1317,SU9702176966,51.483333,-0.604167,England,
3366,13,Windsor,november,1317,11,13-11-1317,SU9702176966,51.483333,-0.604167,England,
3367,14,Windsor,november,1317,11,14-11-1317,SU9702176966,51.483333,-0.604167,England,
3368,15,Windsor,november,1317,11,15-11-1317,SU9702176966,51.483333,-0.604167,England,
3369,16,Westminster,november,1317,11,16-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3370,17,Westminster,november,1317,11,17-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3371,18,Westminster,november,1317,11,18-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3372,20,Westminster,november,1317,11,20-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3373,21,Westminster,november,1317,11,21-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3374,22,Westminster,november,1317,11,22-11-1317,TQ3016079670,51.500988,-0.12617168,England,
3375,23,Windsor,november,1317,11,23-11-1317,SU9702176966,51.483333,-0.604167,England,
3376,24,Windsor,november,1317,11,24-11-1317,SU9702176966,51.483333,-0.604167,England,
3377,25,Windsor,november,1317,11,25-11-1317,SU9702176966,51.483333,-0.604167,England,
3378,26,Windsor,november,1317,11,26-11-1317,SU9702176966,51.483333,-0.604167,England,
3379,27,Windsor,november,1317,11,27-11-1317,SU9702176966,51.483333,-0.604167,England,
3380,28,Windsor,november,1317,11,28-11-1317,SU9702176966,51.483333,-0.604167,England,
3381,29,Windsor,november,1317,11,29-11-1317,SU9702176966,51.483333,-0.604167,England,
3382,30,Windsor,november,1317,11,30-11-1317,SU9702176966,51.483333,-0.604167,England,
3383,1,Windsor,december,1317,12,1-12-1317,SU9702176966,51.483333,-0.604167,England,
3384,2,Windsor,december,1317,12,2-12-1317,SU9702176966,51.483333,-0.604167,England,
3385,3,Windsor,december,1317,12,3-12-1317,SU9702176966,51.483333,-0.604167,England,
3386,4,Windsor,december,1317,12,4-12-1317,SU9702176966,51.483333,-0.604167,England,
3387,5,Windsor,december,1317,12,5-12-1317,SU9702176966,51.483333,-0.604167,England,
3388,6,Windsor,december,1317,12,6-12-1317,SU9702176966,51.483333,-0.604167,England,
3389,7,Windsor,december,1317,12,7-12-1317,SU9702176966,51.483333,-0.604167,England,
3390,8,Windsor,december,1317,12,8-12-1317,SU9702176966,51.483333,-0.604167,England,
3391,9,Windsor,december,1317,12,9-12-1317,SU9702176966,51.483333,-0.604167,England,
3392,10,Windsor,december,1317,12,10-12-1317,SU9702176966,51.483333,-0.604167,England,
3393,11,Windsor,december,1317,12,11-12-1317,SU9702176966,51.483333,-0.604167,England,
3394,12,Windsor,december,1317,12,12-12-1317,SU9702176966,51.483333,-0.604167,England,
3395,13,Windsor,december,1317,12,13-12-1317,SU9702176966,51.483333,-0.604167,England,
3396,14,Windsor,december,1317,12,14-12-1317,SU9702176966,51.483333,-0.604167,England,
3397,15,Windsor,december,1317,12,15-12-1317,SU9702176966,51.483333,-0.604167,England,
3398,16,Windsor,december,1317,12,16-12-1317,SU9702176966,51.483333,-0.604167,England,
3399,18,Windsor,december,1317,12,18-12-1317,SU9702176966,51.483333,-0.604167,England,
3400,19,Windsor,december,1317,12,19-12-1317,SU9702176966,51.483333,-0.604167,England,
3401,20,Windsor,december,1317,12,20-12-1317,SU9702176966,51.483333,-0.604167,England,
3402,21,Windsor,december,1317,12,21-12-1317,SU9702176966,51.483333,-0.604167,England,
3403,22,Windsor,december,1317,12,22-12-1317,SU9702176966,51.483333,-0.604167,England,
3404,23,Windsor,december,1317,12,23-12-1317,SU9702176966,51.483333,-0.604167,England,
3405,24,Westminster,december,1317,12,24-12-1317,TQ3016079670,51.500988,-0.12617168,England,
3406,25,Westminster,december,1317,12,25-12-1317,TQ3016079670,51.500988,-0.12617168,England,
3407,26,Westminster,december,1317,12,26-12-1317,TQ3016079670,51.500988,-0.12617168,England,
3408,27,Westminster,december,1317,12,27-12-1317,TQ3016079670,51.500988,-0.12617168,England,
3409,28,Westminster,december,1317,12,28-12-1317,TQ3016079670,51.500988,-0.12617168,England,
3410,30,Windsor,december,1317,12,30-12-1317,SU9702176966,51.483333,-0.604167,England,
3411,1,Windsor,january,1318,1,1-1-1318,SU9702176966,51.483333,-0.604167,England,
3412,2,Windsor,january,1318,1,2-1-1318,SU9702176966,51.483333,-0.604167,England,
3413,4,Windsor,january,1318,1,4-1-1318,SU9702176966,51.483333,-0.604167,England,
3414,5,Windsor,january,1318,1,5-1-1318,SU9702176966,51.483333,-0.604167,England,
3415,6,Westminster,january,1318,1,6-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3416,7,Westminster,january,1318,1,7-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3417,8,Westminster,january,1318,1,8-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3418,9,Westminster,january,1318,1,9-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3419,10,Windsor,january,1318,1,10-1-1318,SU9702176966,51.483333,-0.604167,England,
3420,12,Windsor,january,1318,1,12-1-1318,SU9702176966,51.483333,-0.604167,England,
3421,13,Windsor,january,1318,1,13-1-1318,SU9702176966,51.483333,-0.604167,England,
3422,14,Windsor,january,1318,1,14-1-1318,SU9702176966,51.483333,-0.604167,England,
3423,15,Windsor,january,1318,1,15-1-1318,SU9702176966,51.483333,-0.604167,England,
3424,16,Windsor,january,1318,1,16-1-1318,SU9702176966,51.483333,-0.604167,England,
3425,17,Windsor,january,1318,1,17-1-1318,SU9702176966,51.483333,-0.604167,England,
3426,18,Windsor,january,1318,1,18-1-1318,SU9702176966,51.483333,-0.604167,England,
3427,20,Windsor,january,1318,1,20-1-1318,SU9702176966,51.483333,-0.604167,England,
3428,21,Windsor,january,1318,1,21-1-1318,SU9702176966,51.483333,-0.604167,England,
3429,22,Windsor,january,1318,1,22-1-1318,SU9702176966,51.483333,-0.604167,England,
3430,23,Windsor,january,1318,1,23-1-1318,SU9702176966,51.483333,-0.604167,England,
3431,24,Westminster,january,1318,1,24-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3432,25,Westminster,january,1318,1,25-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3433,26,Westminster,january,1318,1,26-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3434,27,Westminster,january,1318,1,27-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3435,28,Windsor,january,1318,1,28-1-1318,SU9702176966,51.483333,-0.604167,England,
3436,29,Westminster,january,1318,1,29-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3437,30,Westminster,january,1318,1,30-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3438,31,Westminster,january,1318,1,31-1-1318,TQ3016079670,51.500988,-0.12617168,England,
3439,1,Westminster,february,1318,2,1-2-1318,TQ3016079670,51.500988,-0.12617168,England,
3440,2,Windsor,february,1318,2,2-2-1318,SU9702176966,51.483333,-0.604167,England,
3441,3,Windsor,february,1318,2,3-2-1318,SU9702176966,51.483333,-0.604167,England,
3442,4,Windsor,february,1318,2,4-2-1318,SU9702176966,51.483333,-0.604167,England,
3443,5,Windsor,february,1318,2,5-2-1318,SU9702176966,51.483333,-0.604167,England,
3444,6,Windsor,february,1318,2,6-2-1318,SU9702176966,51.483333,-0.604167,England,
3445,7,Windsor,february,1318,2,7-2-1318,SU9702176966,51.483333,-0.604167,England,
3446,8,Windsor,february,1318,2,8-2-1318,SU9702176966,51.483333,-0.604167,England,
3447,9,Windsor,february,1318,2,9-2-1318,SU9702176966,51.483333,-0.604167,England,
3448,10,Windsor,february,1318,2,10-2-1318,SU9702176966,51.483333,-0.604167,England,
3449,11,Windsor,february,1318,2,11-2-1318,SU9702176966,51.483333,-0.604167,England,
3450,12,Windsor,february,1318,2,12-2-1318,SU9702176966,51.483333,-0.604167,England,
3451,13,Windsor,february,1318,2,13-2-1318,SU9702176966,51.483333,-0.604167,England,
3452,14,Windsor,february,1318,2,14-2-1318,SU9702176966,51.483333,-0.604167,England,
3453,15,Sheen,february,1318,2,15-2-1318,TQ2055375318,51.464,-0.266,England,
3454,16,Sheen,february,1318,2,16-2-1318,TQ2055375318,51.464,-0.266,England,
3455,17,Sheen,february,1318,2,17-2-1318,TQ2055375318,51.464,-0.266,England,
3456,18,Sheen,february,1318,2,18-2-1318,TQ2055375318,51.464,-0.266,England,
3457,19,Sheen,february,1318,2,19-2-1318,TQ2055375318,51.464,-0.266,England,
3458,20,Sheen,february,1318,2,20-2-1318,TQ2055375318,51.464,-0.266,England,
3459,20,Windsor,february,1318,2,20-2-1318,SU9702176966,51.483333,-0.604167,England,
3460,21,Kennington,february,1318,2,21-2-1318,TQ3064877347,51.48,-0.12,England,
3461,22,Windsor,february,1318,2,22-2-1318,SU9702176966,51.483333,-0.604167,England,
3462,23,Kennington,february,1318,2,23-2-1318,TQ3064877347,51.48,-0.12,England,
3463,24,Kennington,february,1318,2,24-2-1318,TQ3064877347,51.48,-0.12,England,
3464,25,Byfleet,february,1318,2,25-2-1318,TQ0667061212,51.34,-0.47,England,Appears as Byflete
3465,26,Windsor,february,1318,2,26-2-1318,SU9702176966,51.483333,-0.604167,England,
3466,26,Sheen,february,1318,2,26-2-1318,TQ2055375318,51.464,-0.266,England,
3467,27,Westminster,february,1318,2,27-2-1318,TQ3016079670,51.500988,-0.12617168,England,
3468,28,Westminster,february,1318,2,28-2-1318,TQ3016079670,51.500988,-0.12617168,England,
3469,1,Westminster,march,1318,3,1-3-1318,TQ3016079670,51.500988,-0.12617168,England,
3470,2,Westminster,march,1318,3,2-3-1318,TQ3016079670,51.500988,-0.12617168,England,
3471,3,Westminster,march,1318,3,3-3-1318,TQ3016079670,51.500988,-0.12617168,England,
3472,4,Westminster,march,1318,3,4-3-1318,TQ3016079670,51.500988,-0.12617168,England,
